,FIPS,Census Tract,Pop Density,Income,Age,Household Size,Total Pop,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev,label
2038,36081146700,146700.0,23009.32,71136.0,36.1,2.38,3150.0,7.3,31.9,19.4,1.0
2039,36081147100,147100.0,20045.25,73125.0,46.0,2.43,3265.0,9.0,36.1,18.4,1.0
2040,36081147900,147900.0,13657.79,81031.0,43.5,2.8,4821.0,9.4,37.0,19.8,1.0
2041,36081148300,148300.0,5571.607,120766.0,45.8,2.92,2870.0,8.8,37.6,18.3,1.0
2042,36081150701,150701.0,9222.936,94375.0,47.5,2.88,3123.0,8.5,36.9,18.3,1.0
2043,36081150702,150702.0,9878.163,78258.0,45.7,2.64,3270.0,10.3,39.1,19.7,1.0
2044,36081152901,152901.0,12104.46,83393.0,44.9,2.51,6535.0,9.4,36.7,17.6,1.0
2045,36081152902,152902.0,12764.06,77468.0,44.9,2.38,5119.0,9.0,37.5,18.0,4.0
2046,36081155101,155101.0,10505.21,63368.0,80.5,1.37,1926.0,12.7,47.0,16.2,4.0
2047,36081155102,155102.0,15566.43,88899.0,45.7,2.14,8665.0,9.3,36.4,20.1,4.0
2049,36081157101,157101.0,17563.25,80931.0,34.9,3.33,8310.0,9.7,36.3,18.5,4.0
2050,36081157102,157102.0,17075.33,77292.0,35.8,3.94,2110.0,9.6,35.8,18.6,4.0
2051,36081157901,157901.0,13745.66,93466.0,48.4,2.93,4848.0,10.2,38.3,18.2,4.0
2052,36081157902,157902.0,13856.95,103125.0,41.3,3.5,3866.0,9.8,37.2,16.6,4.0
2053,36081157903,157903.0,15247.28,82148.0,46.6,3.16,4039.0,9.3,36.5,18.5,4.0
2054,36081161700,161700.0,16257.58,76045.0,41.7,3.0,4436.0,8.7,35.3,21.2,4.0
2055,36081162100,162100.0,24961.31,65114.0,34.0,3.45,6845.0,9.3,34.3,20.9,3.0
2057,36085000300,300.0,9370.798,70078.0,41.5,1.85,1919.0,9.5,35.0,27.8,1.0
2058,36085000600,600.0,5453.242,35893.0,53.0,1.97,2204.0,12.5,42.0,26.5,1.0
2059,36085000700,700.0,30543.43,45951.0,32.6,2.71,6228.0,12.9,35.6,35.7,1.0
2060,36085000800,800.0,18334.05,78014.0,36.8,2.86,5662.0,8.3,33.8,24.6,3.0
2061,36085000900,900.0,19256.5,47868.0,31.7,2.8,1724.0,12.2,35.3,34.2,1.0
2062,36085001100,1100.0,25287.22,45337.0,35.1,2.64,3174.0,11.0,33.5,33.8,1.0
2063,36085001700,1700.0,12797.77,31250.0,40.5,2.54,1500.0,10.0,34.5,29.7,1.0
2064,36085001800,1800.0,1662.563,67000.0,30.7,2.99,584.0,3.9,22.2,25.5,1.0
2065,36085002001,2001.0,13032.53,89792.0,38.9,2.39,2584.0,8.2,35.2,24.3,1.0
2066,36085002002,2002.0,11393.61,90598.0,45.0,2.57,3395.0,9.0,37.3,23.8,1.0
2067,36085002100,2100.0,8901.352,52895.0,31.1,2.92,4285.0,11.4,35.2,31.8,6.0
2068,36085002700,2700.0,22614.47,33750.0,36.0,3.28,2186.0,17.3,43.2,36.6,6.0
2069,36085002900,2900.0,25742.44,27063.0,29.6,2.89,5237.0,12.4,34.0,35.9,4.0
2070,36085003300,3300.0,11241.9,87647.0,37.3,2.61,3708.0,9.2,34.7,27.5,6.0
2071,36085003600,3600.0,16387.48,65625.0,37.2,3.14,2589.0,9.3,36.0,25.0,1.0
2072,36085003900,3900.0,10616.49,67727.0,35.9,2.24,2390.0,8.2,32.6,25.7,4.0
2073,36085004000,4000.0,26815.12,40971.0,31.4,2.93,12349.0,12.4,34.8,32.4,1.0
2074,36085004700,4700.0,9221.66,73362.0,34.1,2.25,3189.0,6.5,30.3,21.6,1.0
2075,36085005000,5000.0,12624.38,69327.0,41.1,2.69,3863.0,9.0,37.1,23.7,4.0
2076,36085005900,5900.0,5622.529,83603.0,40.0,2.62,3011.0,7.8,35.5,23.7,1.0
2077,36085006400,6400.0,12336.86,53956.0,34.5,2.87,3381.0,10.1,37.5,27.0,1.0
2078,36085006700,6700.0,6949.298,98438.0,41.1,2.56,2551.0,8.3,36.0,25.1,1.0
2079,36085007000,7000.0,8771.723,71406.0,39.0,3.3,8942.0,9.9,37.3,28.6,1.0
2080,36085007400,7400.0,22360.9,77292.0,41.1,2.87,4673.0,8.7,35.7,25.1,1.0
2081,36085007500,7500.0,23241.23,46006.0,37.5,3.46,4313.0,13.5,40.4,32.1,3.0
2082,36085007700,7700.0,15600.2,44615.0,28.7,3.07,1497.0,10.8,32.6,33.0,3.0
2083,36085008100,8100.0,13803.24,40769.0,43.7,2.4,4373.0,15.7,42.4,31.9,3.0
2084,36085009601,9601.0,12825.17,61598.0,49.0,2.32,3844.0,10.4,40.2,24.4,1.0
2085,36085009602,9602.0,14371.47,80184.0,41.7,2.6,3427.0,7.9,35.5,24.0,1.0
2086,36085009700,9700.0,9896.759,71812.0,35.8,2.88,4396.0,9.6,34.1,29.6,6.0
2087,36085010500,10500.0,15494.8,65870.0,40.5,2.79,4886.0,9.9,35.2,28.5,6.0
2088,36085011201,11201.0,9416.445,76050.0,38.2,3.04,5846.0,7.8,35.4,24.2,1.0
2089,36085011202,11202.0,7435.238,76014.0,36.8,3.01,5677.0,8.6,35.7,26.2,1.0
2090,36085011401,11401.0,14097.69,32788.0,39.1,2.22,2868.0,12.5,40.1,31.1,1.0
2091,36085011402,11402.0,17173.29,81563.0,41.4,2.84,3841.0,8.2,36.0,23.9,1.0
2092,36085012100,12100.0,11596.92,109023.0,41.1,2.79,3322.0,8.7,37.6,24.8,1.0
2093,36085012200,12200.0,12070.58,92083.0,40.8,2.71,3858.0,7.5,35.6,23.6,1.0
2094,36085012500,12500.0,17025.55,61042.0,33.7,3.12,3009.0,9.6,34.6,28.4,6.0
2095,36085012804,12804.0,11916.94,68015.0,41.0,2.69,4128.0,8.2,35.7,25.4,1.0
2096,36085012805,12805.0,7114.298,71375.0,42.8,2.96,2765.0,8.1,35.9,25.5,3.0
2097,36085012806,12806.0,10992.25,53376.0,43.5,2.42,5600.0,9.3,37.7,25.1,1.0
2098,36085013201,13201.0,8708.929,104444.0,45.3,2.69,1579.0,8.6,37.9,23.5,1.0
2099,36085013203,13203.0,14299.43,82443.0,44.2,2.79,5674.0,8.5,37.2,25.0,1.0
2100,36085013204,13204.0,11346.76,84866.0,45.0,2.55,4579.0,8.8,37.6,24.8,3.0
2101,36085013301,13301.0,56502.25,13818.0,23.7,2.52,1469.0,19.1,40.6,42.4,6.0
2102,36085013302,13302.0,9237.837,37813.0,28.0,3.25,3027.0,10.9,32.9,33.3,1.0
2103,36085013400,13400.0,11733.59,74427.0,41.2,2.6,3854.0,9.3,38.2,25.7,1.0
2104,36085013800,13800.0,11216.16,82361.0,49.9,2.57,6095.0,8.1,37.1,23.7,1.0
2105,36085014100,14100.0,19622.63,62500.0,39.5,2.72,2359.0,10.4,35.0,30.8,1.0
2106,36085014604,14604.0,15693.59,72969.0,43.3,2.66,6841.0,8.7,37.4,25.6,1.0
2107,36085014605,14605.0,11494.97,103565.0,46.0,2.81,3887.0,8.4,36.9,25.0,1.0
2108,36085014606,14606.0,10518.19,101082.0,41.5,2.93,7183.0,7.1,34.0,24.4,1.0
2109,36085014607,14607.0,18007.34,82551.0,40.8,2.77,4752.0,8.5,36.9,25.4,1.0
2110,36085014608,14608.0,22671.08,93385.0,39.4,3.31,3927.0,8.1,36.4,24.9,1.0
2111,36085014700,14700.0,5296.496,84310.0,44.5,2.53,3410.0,7.9,36.5,23.2,1.0
2112,36085015100,15100.0,13294.79,89643.0,40.6,2.69,5155.0,7.7,35.7,23.4,1.0
2114,36085015601,15601.0,12093.64,100964.0,43.1,2.7,6677.0,8.4,37.1,24.8,1.0
2115,36085015602,15602.0,10059.27,95179.0,43.5,2.98,3422.0,8.6,38.1,23.7,1.0
2116,36085015603,15603.0,11528.81,90925.0,40.6,2.71,4661.0,7.7,35.6,24.7,1.0
2117,36085016901,16901.0,9882.581,73594.0,39.8,2.79,3142.0,8.6,36.4,24.2,1.0
2118,36085017005,17005.0,8505.808,96500.0,44.1,2.93,4917.0,7.3,34.6,23.6,3.0
2119,36085017007,17007.0,9702.674,79107.0,37.6,3.01,5471.0,7.5,32.8,24.9,1.0
2120,36085017008,17008.0,18883.23,82750.0,41.7,2.95,7560.0,8.2,36.5,24.8,1.0
2121,36085017009,17009.0,10907.31,100181.0,43.3,2.83,4526.0,8.0,36.6,24.6,1.0
2122,36085017010,17010.0,20814.05,88477.0,39.2,2.86,8925.0,7.6,34.6,24.8,1.0
2123,36085017011,17011.0,16139.83,83400.0,43.8,2.61,4483.0,8.6,37.3,25.2,1.0
2124,36085017012,17012.0,11667.17,83125.0,44.0,2.78,4526.0,8.5,37.2,24.5,1.0
2125,36085017300,17300.0,19514.1,34667.0,37.3,2.62,2586.0,13.2,40.2,28.8,1.0
2126,36085017600,17600.0,3623.081,105721.0,44.2,2.92,4767.0,7.5,35.9,23.3,1.0
2127,36085017700,17700.0,4943.192,104028.0,46.5,2.81,6722.0,8.7,38.1,21.6,1.0
2128,36085018100,18100.0,1591.987,115938.0,46.7,2.74,3196.0,11.7,42.6,24.6,1.0
2129,36085018701,18701.0,11804.51,85268.0,41.1,2.78,1758.0,9.2,36.7,25.5,1.0
2130,36085018702,18702.0,18748.7,82197.0,49.4,2.8,7329.0,10.0,38.6,22.1,1.0
2131,36085018901,18901.0,12496.05,65421.0,42.2,2.56,5242.0,9.8,38.6,25.3,1.0
2132,36085018902,18902.0,16671.94,73945.0,39.3,3.0,5127.0,9.7,37.9,23.4,1.0
2133,36085019700,19700.0,15635.34,98167.0,42.0,2.54,1812.0,7.5,35.4,23.5,5.0
2134,36085019800,19800.0,2931.497,100082.0,40.8,2.92,6583.0,7.3,34.6,24.6,1.0
2135,36085020100,20100.0,14892.36,80357.0,39.2,2.74,3612.0,8.7,35.2,26.5,1.0
2136,36085020700,20700.0,14970.9,31040.0,30.2,3.01,5548.0,12.3,34.9,35.0,6.0
2137,36085020801,20801.0,9251.934,80567.0,39.5,2.85,9277.0,8.2,35.6,26.4,1.0
2138,36085020803,20803.0,7741.438,101176.0,39.5,2.85,6271.0,7.2,34.3,24.2,1.0
2139,36085020804,20804.0,11383.62,95417.0,42.4,2.94,5849.0,8.0,36.5,24.3,1.0
2140,36085021300,21300.0,15739.79,57659.0,31.8,3.2,4768.0,10.7,35.5,31.7,1.0
2141,36085022300,22300.0,8588.061,58523.0,29.6,2.94,2541.0,9.7,32.1,31.4,3.0
2142,36085022600,22600.0,2881.065,101065.0,39.2,3.18,8988.0,7.0,32.5,25.1,1.0
2144,36085023100,23100.0,18942.97,70776.0,35.8,3.37,4336.0,11.0,35.3,29.7,6.0
2145,36085023900,23900.0,18389.87,60240.0,27.9,3.7,3778.0,10.5,34.5,30.8,1.0
2146,36085024401,24401.0,7729.442,75489.0,40.5,3.0,6271.0,7.8,35.4,25.7,1.0
2147,36085024402,24402.0,5730.713,83269.0,37.7,2.84,4419.0,6.6,33.2,24.0,1.0
2148,36085024700,24700.0,14162.85,59145.0,32.8,2.66,2624.0,9.9,34.8,29.0,1.0
2149,36085024800,24800.0,7755.98,75625.0,36.4,3.03,5116.0,7.2,33.6,26.0,1.0
2150,36085025100,25100.0,13706.56,97316.0,44.0,2.98,6201.0,8.3,36.4,24.4,1.0
2151,36085027301,27301.0,3358.232,68546.0,44.4,2.54,3938.0,9.3,37.6,24.5,1.0
2152,36085027302,27302.0,8623.588,88958.0,42.8,2.72,3400.0,8.3,36.1,22.0,1.0
2153,36085027702,27702.0,11891.35,58716.0,40.5,2.24,6681.0,9.1,37.1,24.5,1.0
2154,36085027704,27704.0,21028.1,98722.0,41.4,2.89,4287.0,8.6,36.3,23.8,1.0
2155,36085027705,27705.0,28037.48,79583.0,42.6,3.01,5754.0,8.4,35.9,23.3,0.0
2156,36085027706,27706.0,20689.77,81654.0,38.0,3.03,3504.0,8.7,36.0,23.9,1.0
2157,36085027900,27900.0,1053.058,91944.0,53.6,2.67,2132.0,10.3,41.5,23.1,1.0
2158,36085029102,29102.0,815.5029,89167.0,39.1,3.03,2904.0,7.0,32.8,25.1,1.0
2159,36085029103,29103.0,9915.474,74732.0,40.7,2.99,7775.0,8.6,36.9,24.6,1.0
2160,36085029104,29104.0,13116.56,87853.0,37.0,3.27,7807.0,8.5,35.7,24.8,1.0
2161,36085030301,30301.0,17633.13,65469.0,36.5,2.69,4897.0,9.1,34.6,26.5,6.0
2162,36085030302,30302.0,17504.79,84630.0,36.9,3.13,6142.0,9.8,33.9,28.3,3.0
2163,36085031901,31901.0,17113.08,23098.0,31.1,2.47,2564.0,12.9,34.0,36.6,6.0
2164,36085031902,31902.0,16803.03,23289.0,27.8,2.81,4480.0,13.1,34.1,38.1,6.0
2165,36085032300,32300.0,815.3087,64250.0,42.4,2.44,1218.0,11.1,34.4,32.4,6.0
