,FIPS,Census Tract,Pop Density,Income,Age,Household Size,Total Pop,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev,label
1,36005000200,200.0,28365.12,70893.0,38.6,3.94,5251.0,12.7,33.8,29.9,6.0
2,36005000400,400.0,20096.47,76667.0,39.4,3.1,5980.0,11.2,31.4,29.4,3.0
3,36005001600,1600.0,32334.87,31540.0,36.9,2.94,6056.0,17.0,37.8,34.5,6.0
4,36005001900,1900.0,4164.445,39130.0,32.5,2.27,2682.0,11.4,30.8,33.0,6.0
5,36005002000,2000.0,59785.98,17083.0,32.5,3.04,9131.0,18.1,38.1,37.5,3.0
6,36005002300,2300.0,119395.1,16503.0,27.8,2.46,4824.0,21.0,41.2,39.4,1.0
8,36005002500,2500.0,114799.5,21060.0,30.4,3.11,5651.0,15.4,36.1,35.1,1.0
9,36005002701,2701.0,95086.26,18409.0,25.2,2.82,3034.0,16.4,36.4,36.9,1.0
10,36005002702,2702.0,78014.09,16000.0,27.3,3.07,4684.0,15.9,36.2,37.2,1.0
11,36005002800,2800.0,33422.18,49180.0,42.7,2.23,5350.0,14.1,33.8,31.9,3.0
12,36005003100,3100.0,29197.49,45101.0,33.8,3.12,1744.0,12.3,31.9,33.0,6.0
13,36005003300,3300.0,65520.91,20268.0,26.6,3.26,3855.0,16.8,37.0,37.3,1.0
14,36005003500,3500.0,71769.32,26066.0,30.3,2.9,3935.0,15.4,35.9,35.5,3.0
16,36005003800,3800.0,50903.43,30694.0,31.5,3.24,1246.0,13.6,34.0,32.2,6.0
17,36005003900,3900.0,77708.02,28537.0,29.5,3.37,6487.0,14.6,35.5,33.7,3.0
18,36005004001,4001.0,31316.68,49709.0,40.2,2.94,1489.0,13.9,37.0,26.2,3.0
19,36005004100,4100.0,87037.21,18394.0,24.2,3.0,6208.0,18.3,38.8,38.0,1.0
20,36005004200,4200.0,42052.29,23250.0,34.8,2.86,7848.0,18.2,38.2,36.7,6.0
21,36005004300,4300.0,69187.23,21551.0,30.3,2.93,6021.0,17.0,37.4,36.9,3.0
22,36005004400,4400.0,47074.2,20725.0,32.1,2.83,4827.0,18.5,39.2,35.8,3.0
23,36005004600,4600.0,37814.52,40625.0,33.6,2.83,1976.0,16.1,36.5,33.9,3.0
24,36005004800,4800.0,77339.73,30179.0,30.1,3.38,4504.0,14.4,35.0,34.1,3.0
25,36005005001,5001.0,137081.1,27283.0,30.8,3.01,5181.0,14.2,34.2,34.4,3.0
26,36005005002,5002.0,129315.2,28010.0,30.0,3.02,5687.0,14.6,34.8,35.6,3.0
27,36005005100,5100.0,28799.74,19657.0,26.4,2.84,5676.0,18.2,38.2,37.8,1.0
28,36005005200,5200.0,33571.21,18917.0,31.1,2.85,2368.0,17.2,37.5,37.0,3.0
29,36005005300,5300.0,145654.8,15141.0,27.5,2.6,3866.0,15.8,34.4,38.3,3.0
30,36005005400,5400.0,82925.59,29857.0,32.0,3.6,6292.0,14.0,34.1,34.1,3.0
31,36005005600,5600.0,49712.37,18918.0,39.3,2.88,2614.0,17.6,38.7,35.2,3.0
32,36005005902,5902.0,102131.1,29908.0,38.3,2.55,2746.0,18.0,38.6,36.1,3.0
33,36005006000,6000.0,10409.23,39783.0,31.0,3.73,1269.0,14.0,34.8,32.6,3.0
34,36005006100,6100.0,41442.03,42713.0,50.9,1.78,3878.0,16.6,37.1,30.4,3.0
35,36005006200,6200.0,99147.16,24835.0,29.3,3.07,7386.0,17.1,37.7,35.4,3.0
36,36005006300,6300.0,10622.49,31926.0,35.7,2.3,4291.0,13.2,33.9,30.8,3.0
37,36005006400,6400.0,50276.08,27917.0,38.0,2.54,3266.0,16.3,36.6,34.3,6.0
38,36005006500,6500.0,55488.15,22365.0,30.0,2.86,5609.0,14.8,34.8,35.7,3.0
39,36005006700,6700.0,92624.11,20945.0,27.2,3.27,7597.0,17.8,38.2,38.0,3.0
40,36005006800,6800.0,56338.37,47863.0,31.8,3.39,3358.0,13.8,34.1,31.8,6.0
41,36005006900,6900.0,119484.7,26513.0,27.5,3.25,8672.0,15.2,34.8,35.8,3.0
42,36005007000,7000.0,61800.91,33412.0,32.3,3.55,4889.0,14.1,35.0,32.0,6.0
43,36005007100,7100.0,24933.32,37744.0,31.4,2.62,2544.0,13.7,34.0,32.0,3.0
44,36005007200,7200.0,67627.8,35032.0,32.1,3.26,5563.0,13.5,35.4,27.5,4.0
45,36005007300,7300.0,74764.67,19925.0,29.0,3.02,4046.0,17.1,37.4,37.5,3.0
46,36005007400,7400.0,51215.23,39375.0,36.3,2.68,3701.0,14.9,35.6,31.5,3.0
47,36005007500,7500.0,68761.25,26401.0,28.4,2.69,6043.0,16.6,36.8,36.0,3.0
48,36005007600,7600.0,59772.53,34778.0,32.5,3.14,5013.0,14.6,35.5,32.8,6.0
49,36005007700,7700.0,46829.0,30912.0,31.2,3.15,2040.0,14.0,34.0,34.8,3.0
50,36005007800,7800.0,54269.67,40083.0,30.0,3.26,6535.0,13.7,35.1,31.3,4.0
51,36005007900,7900.0,87580.41,25651.0,28.0,2.87,6693.0,16.3,36.9,35.6,3.0
52,36005008300,8300.0,83378.12,22704.0,30.8,3.25,6887.0,15.2,35.8,35.3,6.0
53,36005008400,8400.0,41759.88,66958.0,32.9,3.52,2528.0,11.2,31.4,27.9,3.0
54,36005008500,8500.0,91333.52,28403.0,32.3,2.96,6406.0,15.0,35.4,34.6,6.0
55,36005008600,8600.0,53122.51,21747.0,34.8,2.66,3849.0,17.0,38.1,34.3,6.0
56,36005008700,8700.0,77854.63,29152.0,32.0,3.22,6420.0,14.6,35.3,33.3,3.0
57,36005008900,8900.0,78034.74,26711.0,27.6,2.86,3323.0,17.5,38.9,35.0,6.0
58,36005009000,9000.0,9190.404,28631.0,29.2,3.07,3636.0,15.2,35.8,33.8,3.0
59,36005009200,9200.0,49843.56,38708.0,34.5,3.31,5975.0,12.5,34.1,28.7,4.0
60,36005009300,9300.0,7408.698,30811.0,31.0,3.48,6601.0,13.5,33.1,35.7,3.0
61,36005009600,9600.0,9561.662,47250.0,36.7,3.2,2597.0,13.8,36.0,28.0,6.0
62,36005009800,9800.0,26558.08,54007.0,39.9,3.01,5306.0,13.3,34.4,30.4,3.0
64,36005011502,11502.0,35858.35,22321.0,28.5,3.3,4656.0,14.2,33.9,35.1,3.0
65,36005011700,11700.0,2929.533,26500.0,26.9,2.73,1536.0,14.6,34.4,34.5,6.0
66,36005011800,11800.0,13783.78,85048.0,35.6,2.61,5267.0,6.8,30.4,20.9,1.0
67,36005011900,11900.0,79902.0,23224.0,30.7,2.78,5179.0,16.7,37.2,36.6,3.0
68,36005012101,12101.0,64405.27,29294.0,27.5,3.14,2875.0,15.5,35.3,36.7,3.0
69,36005012102,12102.0,88010.83,18692.0,24.3,3.29,1682.0,16.4,36.6,36.9,3.0
70,36005012300,12300.0,33240.66,24474.0,30.0,2.59,3893.0,14.4,34.4,34.2,3.0
71,36005012500,12500.0,66149.48,28359.0,31.0,3.08,4311.0,14.7,34.5,35.4,3.0
72,36005012701,12701.0,46988.82,18777.0,34.7,2.53,1954.0,18.1,38.7,36.7,3.0
73,36005012901,12901.0,70223.04,20243.0,28.6,2.79,4240.0,17.1,37.0,37.5,3.0
74,36005013000,13000.0,32267.81,76488.0,39.8,3.0,1447.0,10.3,35.5,24.6,1.0
75,36005013100,13100.0,55857.7,29114.0,27.6,3.03,5008.0,14.0,33.5,35.0,3.0
76,36005013200,13200.0,30688.89,100258.0,41.1,2.92,7160.0,9.0,32.6,24.1,3.0
77,36005013300,13300.0,97952.81,21731.0,32.6,2.71,6095.0,16.1,36.6,34.6,3.0
78,36005013500,13500.0,59642.56,25947.0,32.8,2.88,3855.0,16.0,35.6,36.2,3.0
79,36005013800,13800.0,9462.795,70598.0,42.4,2.4,2794.0,9.0,34.7,24.1,6.0
80,36005014100,14100.0,84512.38,30408.0,31.4,2.73,5781.0,13.3,32.9,33.9,3.0
81,36005014300,14300.0,21664.6,16793.0,33.9,2.28,1085.0,24.4,42.8,43.9,3.0
82,36005014400,14400.0,40453.47,24034.0,27.8,2.85,6198.0,17.4,38.1,35.6,6.0
83,36005014500,14500.0,115792.6,24301.0,26.5,3.44,8112.0,18.8,37.6,40.7,3.0
84,36005014701,14701.0,133339.0,16170.0,24.4,3.4,7152.0,18.4,37.5,40.0,3.0
85,36005014702,14702.0,118603.3,18276.0,26.0,3.24,5326.0,19.0,38.6,39.8,3.0
86,36005014900,14900.0,75073.56,25057.0,30.1,2.92,4508.0,17.0,36.9,37.5,3.0
87,36005015100,15100.0,64092.3,32782.0,32.4,2.96,5172.0,12.9,31.8,34.3,3.0
88,36005015200,15200.0,25552.8,70441.0,39.4,3.15,2805.0,10.2,34.4,26.0,1.0
89,36005015300,15300.0,53366.19,18655.0,30.0,3.09,4880.0,16.2,35.2,37.1,3.0
90,36005015500,15500.0,66807.3,17438.0,34.4,2.67,2966.0,18.4,38.9,37.2,3.0
91,36005015700,15700.0,35438.8,33661.0,29.5,3.33,4365.0,13.3,33.0,34.1,3.0
92,36005015800,15800.0,17407.55,67115.0,38.8,2.71,1090.0,9.0,32.8,24.6,6.0
93,36005015900,15900.0,40070.98,15033.0,38.2,2.53,1600.0,18.4,39.6,36.1,3.0
94,36005016000,16000.0,20971.35,80500.0,43.4,2.6,4004.0,8.8,34.7,23.1,1.0
95,36005016100,16100.0,47353.59,15625.0,34.8,2.52,4372.0,17.3,37.7,36.6,3.0
96,36005016200,16200.0,28861.12,70813.0,40.9,3.24,2013.0,12.9,39.3,26.0,6.0
98,36005016400,16400.0,16146.31,65000.0,48.7,2.44,1026.0,9.9,35.8,24.9,6.0
99,36005016500,16500.0,13184.02,25431.0,28.3,2.83,1002.0,12.6,31.2,34.9,3.0
100,36005016600,16600.0,20040.8,68864.0,39.1,2.88,2210.0,9.8,34.1,24.9,6.0
101,36005016700,16700.0,36741.52,26250.0,26.4,2.99,2920.0,13.7,31.9,37.0,3.0
102,36005016900,16900.0,37937.62,25000.0,32.4,2.39,1361.0,13.4,31.9,35.6,3.0
104,36005017300,17300.0,83369.05,17500.0,35.3,2.64,5320.0,18.4,38.4,37.5,3.0
105,36005017500,17500.0,118912.6,26690.0,32.7,2.69,6960.0,16.5,36.4,36.3,3.0
106,36005017701,17701.0,126985.4,24847.0,27.8,4.03,5228.0,17.8,37.5,36.9,3.0
107,36005017702,17702.0,99276.29,26946.0,32.4,3.28,5401.0,16.7,36.1,37.4,3.0
108,36005017901,17901.0,172569.1,28987.0,28.5,2.96,5112.0,15.3,35.3,35.8,3.0
109,36005017902,17902.0,119572.9,19912.0,29.8,3.19,3580.0,15.1,34.7,37.2,3.0
110,36005018101,18101.0,102893.9,24953.0,30.3,3.03,3068.0,13.4,32.4,34.9,3.0
111,36005018102,18102.0,157230.4,36755.0,32.3,3.51,5851.0,14.4,34.0,33.7,3.0
112,36005018301,18301.0,153059.3,30104.0,41.3,2.04,4011.0,17.4,38.4,32.9,6.0
113,36005018302,18302.0,88480.36,28822.0,30.7,3.01,3836.0,15.0,34.0,36.8,3.0
114,36005018400,18400.0,20602.46,62230.0,40.1,2.5,3559.0,9.3,34.6,24.5,1.0
115,36005018500,18500.0,46137.68,28496.0,32.4,2.63,7342.0,13.3,31.9,36.2,3.0
116,36005018900,18900.0,59730.18,22014.0,32.6,2.72,8200.0,15.8,35.4,37.2,3.0
117,36005019300,19300.0,60742.0,22500.0,26.5,2.76,5659.0,16.8,36.4,37.4,3.0
118,36005019400,19400.0,7211.282,55833.0,34.1,3.19,2339.0,11.3,34.2,29.2,3.0
119,36005019500,19500.0,87910.02,27294.0,33.3,2.64,7462.0,15.2,35.0,35.5,6.0
120,36005019700,19700.0,118841.3,21616.0,30.0,3.05,6795.0,14.3,34.4,34.4,3.0
121,36005019900,19900.0,123527.1,33402.0,32.8,3.06,8446.0,14.8,34.3,36.2,3.0
122,36005020000,20000.0,35990.68,44702.0,33.6,3.17,4751.0,12.0,33.9,26.4,3.0
123,36005020100,20100.0,39815.52,30281.0,31.2,3.17,4346.0,14.7,34.2,35.8,3.0
124,36005020200,20200.0,45529.04,34938.0,35.1,2.56,2194.0,11.7,33.7,28.6,1.0
125,36005020400,20400.0,56590.05,42383.0,30.6,2.81,2934.0,10.0,31.4,26.6,4.0
126,36005020501,20501.0,65637.48,23194.0,33.4,2.45,6789.0,16.1,35.8,36.6,3.0
127,36005020502,20502.0,53715.7,15776.0,31.9,2.43,2110.0,19.2,39.6,36.1,3.0
128,36005020601,20601.0,49492.29,51293.0,35.3,3.27,2896.0,12.4,34.8,25.8,4.0
129,36005020900,20900.0,86595.58,31396.0,30.5,2.84,4429.0,13.9,33.8,34.0,3.0
130,36005021001,21001.0,129874.3,50400.0,34.8,2.51,9648.0,12.8,32.7,31.3,4.0
131,36005021002,21002.0,103176.8,54393.0,39.5,2.2,6854.0,13.0,33.0,30.9,4.0
132,36005021100,21100.0,88009.63,25884.0,27.8,2.86,5200.0,15.3,34.5,36.8,3.0
133,36005021200,21200.0,132168.4,53904.0,40.2,2.4,5155.0,12.1,32.5,28.2,4.0
134,36005021301,21301.0,45425.88,16420.0,33.2,2.5,1147.0,15.5,35.9,35.8,3.0
135,36005021302,21302.0,96013.94,31443.0,30.0,3.02,6151.0,15.7,35.4,35.9,3.0
136,36005021501,21501.0,134098.9,26817.0,25.0,3.34,4761.0,13.6,33.2,34.3,3.0
137,36005021502,21502.0,104750.5,19494.0,31.1,2.78,6298.0,14.4,33.9,36.2,3.0
138,36005021601,21601.0,68067.41,26152.0,34.2,2.68,4311.0,14.4,35.0,34.7,6.0
139,36005021602,21602.0,91719.91,42835.0,40.3,2.41,5861.0,13.8,33.9,31.3,4.0
140,36005021700,21700.0,83594.55,23963.0,34.3,2.78,5213.0,17.2,36.3,39.4,3.0
141,36005021800,21800.0,55494.72,34313.0,34.1,2.92,6870.0,13.6,33.8,33.7,6.0
142,36005021900,21900.0,20692.51,23092.0,33.6,2.88,1142.0,13.8,33.9,33.7,3.0
143,36005022000,22000.0,24549.86,26458.0,28.4,3.64,2174.0,13.3,33.3,35.0,3.0
144,36005022101,22101.0,150109.0,27000.0,27.6,3.3,3948.0,13.7,33.3,35.4,3.0
145,36005022102,22102.0,175096.2,19933.0,30.4,3.19,5293.0,15.8,36.1,37.0,3.0
146,36005022200,22200.0,38734.66,40221.0,32.9,2.85,3308.0,12.0,33.2,29.0,6.0
147,36005022300,22300.0,144541.2,23947.0,29.7,2.82,5177.0,15.8,36.4,35.4,3.0
148,36005022401,22401.0,85477.25,46250.0,35.0,2.47,2807.0,11.8,33.8,29.4,3.0
149,36005022403,22403.0,74445.92,38967.0,33.3,2.7,3589.0,12.0,33.9,30.1,1.0
150,36005022404,22404.0,119136.1,43856.0,32.2,2.38,4265.0,10.1,31.9,27.5,3.0
151,36005022500,22500.0,121426.8,29273.0,27.3,3.2,8440.0,14.7,34.4,35.8,3.0
152,36005022701,22701.0,130237.7,30218.0,30.8,3.0,5733.0,13.5,32.9,34.3,3.0
153,36005022702,22702.0,74078.7,23438.0,36.6,2.36,1446.0,13.5,33.8,32.8,3.0
154,36005022703,22703.0,118914.4,43106.0,30.4,2.98,1775.0,11.1,31.2,29.2,3.0
155,36005022800,22800.0,88921.46,50904.0,32.2,2.48,5912.0,10.4,32.3,27.1,1.0
156,36005022901,22901.0,120051.5,28750.0,28.6,3.13,5650.0,13.8,33.8,33.3,3.0
157,36005022902,22902.0,93419.51,27743.0,29.7,3.03,3304.0,13.7,33.3,34.5,3.0
158,36005023000,23000.0,47856.51,37788.0,30.9,3.09,2945.0,11.8,33.5,29.4,3.0
159,36005023100,23100.0,36480.88,26477.0,37.3,3.13,1650.0,16.9,36.4,39.3,3.0
160,36005023200,23200.0,49038.92,51850.0,33.1,3.23,2702.0,11.2,34.0,28.0,3.0
161,36005023301,23301.0,90999.23,23023.0,30.7,2.68,4185.0,16.8,36.6,37.7,3.0
162,36005023302,23302.0,149041.1,25710.0,28.4,3.61,3601.0,15.7,35.8,37.0,3.0
163,36005023501,23501.0,122473.8,25854.0,31.2,2.9,3225.0,14.0,34.2,34.3,3.0
164,36005023502,23502.0,124440.0,21167.0,37.0,2.7,4624.0,18.9,40.2,34.7,3.0
165,36005023600,23600.0,63796.83,39318.0,27.5,3.55,2268.0,13.4,35.5,31.1,3.0
166,36005023702,23702.0,66085.47,32176.0,32.6,3.42,1222.0,12.4,32.8,32.4,6.0
167,36005023703,23703.0,148458.3,29447.0,27.0,3.69,5766.0,13.7,33.6,34.9,6.0
168,36005023704,23704.0,159009.4,21822.0,27.2,2.95,4142.0,14.7,34.2,36.4,6.0
169,36005023800,23800.0,19244.93,46484.0,34.5,3.08,2523.0,10.7,32.5,29.1,3.0
170,36005023900,23900.0,115085.1,20553.0,30.4,3.02,7931.0,13.2,32.9,34.5,3.0
171,36005024000,24000.0,39393.79,32834.0,31.7,3.15,3647.0,13.0,33.5,32.6,3.0
172,36005024100,24100.0,114688.7,25000.0,28.9,3.23,5963.0,14.7,34.4,36.1,3.0
173,36005024300,24300.0,96639.03,19879.0,32.2,2.88,5613.0,16.8,36.7,37.9,3.0
174,36005024400,24400.0,34166.06,54375.0,34.3,2.93,2318.0,9.0,33.6,23.4,1.0
175,36005024501,24501.0,124707.2,21892.0,28.8,3.4,5444.0,15.7,36.0,35.9,3.0
176,36005024502,24502.0,102457.5,28382.0,31.3,3.31,3962.0,15.6,35.2,36.8,3.0
177,36005024600,24600.0,39792.12,62444.0,40.3,3.16,2342.0,8.7,33.1,21.8,1.0
178,36005024700,24700.0,34056.14,41859.0,32.2,2.55,1919.0,14.0,32.9,35.3,3.0
179,36005024800,24800.0,28657.42,60417.0,42.3,2.39,3075.0,10.5,35.8,21.8,1.0
181,36005025000,25000.0,38812.26,71563.0,41.8,2.76,2723.0,9.9,36.8,22.6,1.0
182,36005025100,25100.0,81388.34,26048.0,32.3,3.04,6578.0,13.8,33.8,33.2,6.0
183,36005025200,25200.0,36694.27,56932.0,37.5,3.01,2702.0,10.2,35.5,24.9,1.0
184,36005025300,25300.0,123300.1,29427.0,32.4,2.95,5925.0,12.1,32.3,31.7,6.0
185,36005025400,25400.0,30788.92,53031.0,36.5,2.67,2020.0,10.1,36.6,23.7,1.0
186,36005025500,25500.0,91059.73,26283.0,30.9,2.56,5929.0,15.4,36.1,34.6,3.0
187,36005025600,25600.0,24027.36,41361.0,36.6,2.62,1756.0,13.2,37.1,29.5,1.0
188,36005025700,25700.0,30110.72,29736.0,30.8,2.79,1875.0,12.7,32.7,32.4,3.0
189,36005026100,26100.0,29573.69,70956.0,48.7,1.95,1995.0,13.0,34.8,27.6,3.0
190,36005026300,26300.0,95696.52,28626.0,41.2,2.51,5867.0,16.8,39.1,31.3,3.0
191,36005026400,26400.0,33502.06,66571.0,40.2,2.76,5517.0,8.9,33.5,24.4,3.0
192,36005026500,26500.0,100287.6,28625.0,31.5,3.69,7827.0,12.5,33.2,30.2,3.0
193,36005026601,26601.0,46977.29,58125.0,45.3,2.27,3088.0,11.1,37.1,26.0,1.0
194,36005026602,26602.0,46353.9,43480.0,43.1,2.21,5430.0,11.6,36.6,26.6,1.0
195,36005026701,26701.0,147699.7,27365.0,33.5,3.08,3944.0,12.1,33.3,28.6,3.0
196,36005026702,26702.0,111247.7,36382.0,32.9,2.8,7146.0,11.9,32.6,31.0,3.0
197,36005026900,26900.0,25295.97,36433.0,34.2,2.67,3751.0,14.1,34.8,32.7,3.0
198,36005027300,27300.0,104202.8,39367.0,32.3,2.96,8181.0,12.2,33.2,29.7,3.0
199,36005027401,27401.0,16701.0,83293.0,48.4,2.65,4521.0,8.3,34.7,22.1,3.0
200,36005027402,27402.0,19041.49,70852.0,51.3,2.57,3578.0,9.8,37.2,23.0,3.0
201,36005027600,27600.0,100.0832,60000.0,23.4,3.69,59.0,13.6,35.5,29.5,3.0
202,36005027700,27700.0,82561.27,33484.0,33.1,3.29,5633.0,13.1,34.4,31.6,6.0
203,36005027900,27900.0,65333.2,59426.0,38.8,2.56,7012.0,10.6,33.7,25.2,3.0
204,36005028100,28100.0,81169.72,61404.0,50.7,2.25,4046.0,11.3,37.0,23.9,6.0
205,36005028300,28300.0,37931.32,23911.0,30.5,2.52,3331.0,15.3,36.4,33.1,6.0
206,36005028400,28400.0,1582.054,98482.0,53.7,4.55,687.0,17.3,42.1,32.4,1.0
207,36005028500,28500.0,32259.67,59556.0,36.2,2.13,3284.0,9.0,32.6,22.9,0.0
208,36005028600,28600.0,15409.04,74861.0,42.7,2.73,1190.0,9.9,35.3,24.0,1.0
209,36005028700,28700.0,52933.14,52342.0,33.7,2.81,3174.0,11.7,35.0,26.8,6.0
210,36005028800,28800.0,27456.68,101351.0,41.8,3.14,3564.0,8.2,34.1,21.0,1.0
211,36005028900,28900.0,58522.73,48750.0,38.8,2.36,4545.0,10.1,32.8,25.2,0.0
212,36005029301,29301.0,16805.44,103555.0,57.5,1.96,1852.0,10.6,39.6,21.0,3.0
213,36005029302,29302.0,32329.09,96710.0,50.8,2.07,5325.0,8.7,35.7,19.9,0.0
214,36005029500,29500.0,55827.24,101875.0,34.1,2.62,5103.0,7.0,30.6,20.3,6.0
215,36005029600,29600.0,5979.818,51500.0,32.7,2.17,1670.0,5.3,23.0,18.8,1.0
216,36005029700,29700.0,39943.33,87396.0,46.4,2.14,3585.0,8.5,35.7,18.9,0.0
217,36005030000,30000.0,34398.26,59770.0,36.2,2.17,5521.0,9.4,33.8,24.2,1.0
218,36005030100,30100.0,23221.19,76000.0,65.7,1.95,1309.0,13.1,42.4,20.5,3.0
219,36005030200,30200.0,58983.37,52406.0,42.9,2.34,9875.0,13.8,34.8,30.0,3.0
220,36005030701,30701.0,34573.65,84453.0,44.8,2.13,5296.0,8.2,34.9,19.9,1.0
221,36005030900,30900.0,7158.325,103709.0,50.8,2.43,3775.0,10.8,40.5,17.3,3.0
222,36005031000,31000.0,20094.43,81709.0,52.5,3.24,4919.0,14.5,40.2,24.6,1.0
223,36005031200,31200.0,21482.72,68276.0,42.8,2.86,1676.0,10.1,35.3,23.1,3.0
224,36005031400,31400.0,26893.96,82778.0,42.8,3.08,2193.0,10.9,36.4,22.6,1.0
225,36005031600,31600.0,26737.53,62692.0,40.2,3.05,1829.0,10.4,34.6,24.4,3.0
226,36005031800,31800.0,29375.25,62391.0,41.9,3.26,2023.0,11.9,37.0,24.9,3.0
228,36005032300,32300.0,20445.57,89004.0,47.0,1.87,4430.0,8.8,35.3,21.4,3.0
229,36005032400,32400.0,26819.3,25625.0,40.0,2.48,2779.0,15.0,36.9,32.5,1.0
230,36005032600,32600.0,27003.72,57177.0,42.9,3.24,3453.0,11.4,36.7,23.6,1.0
231,36005032800,32800.0,53569.73,26444.0,31.0,3.04,4233.0,13.1,35.4,31.1,1.0
232,36005033000,33000.0,72248.11,37648.0,37.7,2.75,5750.0,11.7,34.1,28.9,3.0
233,36005033201,33201.0,98570.17,44524.0,35.7,2.38,4340.0,12.8,35.8,28.9,3.0
234,36005033202,33202.0,99122.05,42650.0,43.8,2.48,4409.0,14.9,37.3,30.3,3.0
235,36005033400,33400.0,1248.838,45833.0,37.8,2.34,1468.0,11.1,32.1,30.1,3.0
236,36005033500,33500.0,7704.192,98542.0,32.9,2.26,2072.0,7.2,31.7,18.8,0.0
237,36005033600,33600.0,95806.88,32523.0,35.1,2.61,6821.0,13.8,34.1,32.6,3.0
238,36005033700,33700.0,14126.12,87500.0,41.9,2.58,2314.0,8.0,33.9,20.6,3.0
239,36005033800,33800.0,70679.8,41875.0,31.3,3.21,4404.0,12.6,32.1,33.2,3.0
240,36005034000,34000.0,79483.81,35058.0,31.2,2.69,4859.0,13.7,33.9,33.6,3.0
241,36005034200,34200.0,33556.86,48690.0,36.4,3.59,2032.0,11.3,31.2,29.8,3.0
242,36005034300,34300.0,34619.86,71810.0,38.6,2.6,1624.0,11.9,36.5,24.9,1.0
243,36005034400,34400.0,37923.11,61346.0,34.5,3.96,2299.0,13.2,34.1,30.5,3.0
244,36005034500,34500.0,31961.42,57044.0,40.3,2.41,3389.0,10.2,35.1,23.3,1.0
245,36005034800,34800.0,41300.75,36161.0,34.5,3.32,6976.0,14.7,34.8,33.2,3.0
246,36005035000,35000.0,24963.77,53802.0,40.2,3.0,1847.0,12.9,32.2,32.7,3.0
247,36005035100,35100.0,16022.67,74961.0,30.0,2.27,3591.0,6.7,27.7,20.9,6.0
248,36005035600,35600.0,15102.22,63984.0,41.5,3.45,2317.0,11.7,31.2,30.2,3.0
249,36005035800,35800.0,28036.15,66458.0,35.5,2.97,7068.0,12.2,31.2,30.6,3.0
250,36005035900,35900.0,39236.11,25341.0,36.4,2.94,2035.0,16.4,36.8,36.2,3.0
251,36005036000,36000.0,31166.34,63403.0,42.3,3.21,3203.0,12.0,34.0,27.6,3.0
252,36005036100,36100.0,94750.1,21100.0,32.4,2.78,6028.0,18.9,39.6,36.4,3.0
253,36005036300,36300.0,91639.59,18131.0,27.4,3.1,7836.0,16.0,35.9,37.2,3.0
254,36005036400,36400.0,32661.12,63750.0,39.1,3.12,2550.0,13.3,32.1,32.0,3.0
255,36005036501,36501.0,102732.5,21039.0,29.2,2.88,3801.0,15.5,34.4,37.8,3.0
256,36005036502,36502.0,55083.56,22105.0,31.5,3.02,2077.0,14.9,34.9,36.2,3.0
257,36005036700,36700.0,75810.23,23615.0,25.1,3.14,2724.0,14.0,33.3,36.2,3.0
258,36005036800,36800.0,32968.76,44286.0,33.7,3.06,2158.0,13.2,31.6,33.4,3.0
259,36005036901,36901.0,58629.66,15735.0,29.6,2.76,2235.0,20.2,40.3,39.2,3.0
260,36005036902,36902.0,91180.39,23409.0,31.6,3.06,2197.0,16.7,36.1,38.5,3.0
261,36005037000,37000.0,39383.27,46354.0,38.3,3.05,2416.0,14.0,33.5,32.8,3.0
262,36005037100,37100.0,55046.62,22477.0,38.8,2.43,4212.0,17.9,38.3,35.3,1.0
263,36005037200,37200.0,30075.13,45250.0,33.0,2.91,2166.0,12.1,31.6,30.9,3.0
264,36005037300,37300.0,85395.7,32072.0,29.4,3.04,5719.0,14.4,34.0,35.2,6.0
265,36005037400,37400.0,60211.37,27275.0,31.9,2.56,3884.0,17.4,37.2,36.1,3.0
266,36005037504,37504.0,37512.41,19683.0,30.3,2.72,3472.0,18.0,38.3,37.7,6.0
267,36005037600,37600.0,50942.42,51837.0,30.6,3.22,2454.0,11.9,31.5,31.1,3.0
268,36005037800,37800.0,64672.17,34658.0,30.5,3.2,3295.0,13.2,32.5,33.9,3.0
269,36005037900,37900.0,68048.93,28051.0,28.4,3.19,5027.0,15.9,34.8,38.1,6.0
270,36005038000,38000.0,58400.09,35485.0,35.3,2.71,4816.0,18.0,37.2,35.8,3.0
271,36005038100,38100.0,116074.0,34464.0,30.4,3.08,6790.0,14.9,35.1,34.9,6.0
272,36005038200,38200.0,46652.35,44661.0,36.5,3.23,2831.0,13.0,31.2,33.8,3.0
273,36005038301,38301.0,125814.3,28197.0,30.8,2.93,4604.0,14.5,34.1,36.2,3.0
274,36005038302,38302.0,106506.5,22083.0,27.4,3.05,5991.0,15.3,34.6,37.0,6.0
275,36005038500,38500.0,65121.03,21236.0,29.0,2.73,4757.0,15.3,35.0,36.8,3.0
276,36005038600,38600.0,51231.0,54056.0,31.7,3.22,8096.0,12.3,30.5,33.1,3.0
277,36005038700,38700.0,46417.28,20469.0,27.1,2.78,3375.0,12.4,32.5,33.3,1.0
278,36005038800,38800.0,44461.82,56932.0,37.5,3.24,2552.0,13.5,32.0,33.3,3.0
279,36005038900,38900.0,83504.84,29695.0,24.6,3.11,5492.0,10.6,30.9,31.3,1.0
280,36005039000,39000.0,40508.22,32438.0,32.4,2.84,2841.0,14.3,32.2,36.5,3.0
