PlaceFIPS,TractFIPS,Place_TractID,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev
3651000,36047016500,3651000-36047016500,5.4,30.4,15.9
3651000,36047016600,3651000-36047016600,7.8,36.8,17.8
3651000,36047016700,3651000-36047016700,4.9,28.1,16.6
3651000,36047016800,3651000-36047016800,8.4,37.1,17.3
3651000,36047016900,3651000-36047016900,7.3,31.4,18.1
3651000,36047017000,3651000-36047017000,9.7,37.4,18.0
3651000,36047017100,3651000-36047017100,5.3,29.9,16.3
3651000,36047017200,3651000-36047017200,9.2,36.8,16.9
3651000,36047017400,3651000-36047017400,9.0,37.0,17.4
3651000,36047017600,3651000-36047017600,9.5,36.9,18.5
3651000,36047017800,3651000-36047017800,10.8,37.8,17.5
3651000,36047017900,3651000-36047017900,13.9,35.9,26.5
3651000,36047018000,3651000-36047018000,10.7,37.6,20.1
3651000,36047018100,3651000-36047018100,5.8,25.5,18.7
3651000,36047018200,3651000-36047018200,11.1,38.5,17.1
3651000,36047018300,3651000-36047018300,4.9,23.8,18.4
3651000,36047018400,3651000-36047018400,9.6,38.0,16.2
3651000,36047018501,3651000-36047018501,18.4,39.4,34.3
3651000,36047018600,3651000-36047018600,9.0,36.2,16.0
3651000,36047018700,3651000-36047018700,6.4,26.1,20.9
3651000,36047018800,3651000-36047018800,9.8,37.5,18.3
3651000,36047019000,3651000-36047019000,10.9,37.3,19.5
3651000,36047019100,3651000-36047019100,7.0,26.2,22.2
3651000,36047019200,3651000-36047019200,10.6,36.6,20.0
3651000,36047019300,3651000-36047019300,9.3,29.1,20.3
3651000,36047019400,3651000-36047019400,12.3,39.4,18.5
3651000,36047019500,3651000-36047019500,7.8,28.7,21.3
3651000,36047019600,3651000-36047019600,11.2,38.8,19.4
3651000,36047019700,3651000-36047019700,7.5,28.2,21.0
3651000,36047019800,3651000-36047019800,9.5,37.3,19.9
3651000,36047019900,3651000-36047019900,7.8,27.5,21.8
3651000,36047020000,3651000-36047020000,9.5,36.7,19.9
3651000,36047020100,3651000-36047020100,5.9,24.8,19.7
3651000,36047020200,3651000-36047020200,8.5,36.7,17.6
3651000,36047020300,3651000-36047020300,7.1,26.8,20.4
3651000,36047020400,3651000-36047020400,10.0,39.1,20.5
3651000,36047020500,3651000-36047020500,5.8,25.0,19.9
3651000,36047020600,3651000-36047020600,8.0,35.3,18.0
3651000,36047020700,3651000-36047020700,6.7,28.1,19.4
3651000,36047020800,3651000-36047020800,9.9,37.2,16.9
3651000,36047021000,3651000-36047021000,11.2,38.6,18.1
3651000,36047021100,3651000-36047021100,11.2,32.2,26.4
3651000,36047021200,3651000-36047021200,12.8,39.9,18.1
3651000,36047021300,3651000-36047021300,12.3,32.2,28.8
3651000,36047021400,3651000-36047021400,11.0,37.8,19.3
3651000,36047021500,3651000-36047021500,7.7,28.3,21.8
3651000,36047021600,3651000-36047021600,10.6,37.8,23.1
3651000,36047021700,3651000-36047021700,9.5,29.6,24.0
3651000,36047021800,3651000-36047021800,10.2,37.7,23.4
3651000,36047021900,3651000-36047021900,9.9,29.3,25.3
3651000,36047022000,3651000-36047022000,10.4,37.5,23.8
3651000,36047022100,3651000-36047022100,10.4,29.8,27.3
3651000,36047022200,3651000-36047022200,11.2,38.5,25.3
3651000,36047022400,3651000-36047022400,10.8,36.2,25.0
3651000,36047022600,3651000-36047022600,11.0,34.9,24.4
3651000,36047022700,3651000-36047022700,10.4,29.9,26.9
3651000,36047022800,3651000-36047022800,11.4,36.7,21.9
3651000,36047022900,3651000-36047022900,9.0,27.8,25.2
3651000,36047023000,3651000-36047023000,10.4,36.0,25.9
3651000,36047023100,3651000-36047023100,8.1,27.3,22.4
3651000,36047023200,3651000-36047023200,11.1,38.5,24.5
3651000,36047023300,3651000-36047023300,11.0,30.6,27.6
3651000,36047023400,3651000-36047023400,10.3,38.0,23.3
3651000,36047023500,3651000-36047023500,6.7,25.3,24.1
3651000,36047023600,3651000-36047023600,9.8,37.3,21.1
3651000,36047023800,3651000-36047023800,9.9,38.2,21.5
3651000,36047024000,3651000-36047024000,11.2,39.5,23.5
3651000,36047024100,3651000-36047024100,9.2,29.4,22.7
3651000,36047024200,3651000-36047024200,8.8,35.3,21.9
3651000,36047024300,3651000-36047024300,10.6,30.5,26.0
3651000,36047024400,3651000-36047024400,9.6,36.0,21.6
3651000,36047024500,3651000-36047024500,11.2,30.6,28.0
3651000,36047024600,3651000-36047024600,10.7,38.1,19.6
3651000,36047024700,3651000-36047024700,11.7,31.4,27.5
3651000,36047024800,3651000-36047024800,11.3,38.8,18.4
3651000,36047024900,3651000-36047024900,10.7,30.1,27.5
3651000,36047025000,3651000-36047025000,12.3,40.1,16.0
3651000,36047025100,3651000-36047025100,14.5,34.4,31.6
3651000,36047025200,3651000-36047025200,10.8,38.2,18.1
3651000,36047025300,3651000-36047025300,10.4,30.2,26.0
3651000,36047025400,3651000-36047025400,10.6,38.1,15.7
3651000,36047025500,3651000-36047025500,16.9,38.4,33.0
3651000,36047025600,3651000-36047025600,11.9,40.7,16.0
3651000,36047025700,3651000-36047025700,10.3,30.7,26.6
3651000,36047025800,3651000-36047025800,11.5,39.0,20.0
3651000,36047025901,3651000-36047025901,8.5,27.2,25.9
3651000,36047025902,3651000-36047025902,19.9,40.8,37.3
3651000,36047026000,3651000-36047026000,10.7,38.3,16.8
3651000,36047026100,3651000-36047026100,10.4,29.6,28.0
3651000,36047026200,3651000-36047026200,10.3,37.8,16.7
3651000,36047026300,3651000-36047026300,12.6,32.3,29.5
3651000,36047026400,3651000-36047026400,10.0,36.7,19.0
3651000,36047026500,3651000-36047026500,12.8,32.2,30.5
3651000,36047026600,3651000-36047026600,9.8,37.5,17.1
3651000,36047026700,3651000-36047026700,12.9,33.0,27.8
3651000,36047026800,3651000-36047026800,11.1,38.5,20.3
3651000,36047026900,3651000-36047026900,12.1,31.8,28.5
3651000,36047027000,3651000-36047027000,10.9,39.4,18.9
3651000,36047027100,3651000-36047027100,13.2,33.1,29.6
3651000,36047027200,3651000-36047027200,9.9,37.0,18.2
3651000,36047027300,3651000-36047027300,13.0,32.5,30.5
3651000,36047027400,3651000-36047027400,10.5,38.4,17.8
3651000,36047027500,3651000-36047027500,12.5,32.2,29.2
3651000,36047027600,3651000-36047027600,10.6,37.4,19.1
3651000,36047027700,3651000-36047027700,14.2,33.2,33.5
3651000,36047027800,3651000-36047027800,10.6,37.9,19.9
3651000,36047027900,3651000-36047027900,12.0,31.6,29.3
3651000,36047028000,3651000-36047028000,9.1,36.1,16.7
3651000,36047028100,3651000-36047028100,15.7,35.9,34.5
3651000,36047028200,3651000-36047028200,10.4,38.4,18.5
3651000,36047028300,3651000-36047028300,14.6,35.3,31.9
3651000,36047028400,3651000-36047028400,9.9,36.9,19.5
3651000,36047028501,3651000-36047028501,6.1,25.1,21.1
3651000,36047028502,3651000-36047028502,20.6,41.9,35.7
3651000,36047028600,3651000-36047028600,10.3,38.3,19.0
3651000,36047028700,3651000-36047028700,11.2,32.2,25.5
3651000,36047028800,3651000-36047028800,11.0,38.3,18.6
3651000,36047028900,3651000-36047028900,13.4,33.6,29.8
3651000,36047029000,3651000-36047029000,9.7,37.5,18.7
3651000,36047029100,3651000-36047029100,13.7,33.9,30.6
3651000,36047029200,3651000-36047029200,10.7,38.2,19.7
3651000,36047029300,3651000-36047029300,15.1,35.4,30.6
3651000,36047029400,3651000-36047029400,13.9,43.7,19.5
3651000,36047029500,3651000-36047029500,11.7,31.4,28.2
3651000,36047029600,3651000-36047029600,9.8,37.4,18.9
3651000,36047029700,3651000-36047029700,13.7,33.4,31.2
3651000,36047029800,3651000-36047029800,9.1,35.7,17.4
3651000,36047029900,3651000-36047029900,14.9,34.4,34.8
3651000,36047030000,3651000-36047030000,10.6,38.1,16.4
3651000,36047030100,3651000-36047030100,12.0,31.4,30.4
3651000,36047030200,3651000-36047030200,10.3,38.0,15.7
3651000,36047030300,3651000-36047030300,15.7,34.9,34.9
3651000,36047030400,3651000-36047030400,12.3,40.9,18.4
3651000,36047030500,3651000-36047030500,8.2,27.1,22.9
3651000,36047030600,3651000-36047030600,10.6,38.2,18.4
3651000,36047030700,3651000-36047030700,16.9,36.5,34.0
3651000,36047030800,3651000-36047030800,10.7,39.7,19.7
3651000,36047030900,3651000-36047030900,16.0,35.6,34.2
3651000,36047031100,3651000-36047031100,12.6,31.9,30.7
3651000,36047031300,3651000-36047031300,14.2,34.3,30.1
3651000,36047031400,3651000-36047031400,11.2,40.6,19.6
3651000,36047031500,3651000-36047031500,11.7,31.4,28.2
3651000,36047031701,3651000-36047031701,10.0,29.5,26.1
3651000,36047031702,3651000-36047031702,11.0,30.6,26.6
3651000,36047031900,3651000-36047031900,13.3,34.1,28.3
3651000,36047032100,3651000-36047032100,14.2,34.7,29.9
3651000,36047032300,3651000-36047032300,12.6,32.8,28.1
3651000,36047032500,3651000-36047032500,13.6,33.3,30.7
3651000,36047032600,3651000-36047032600,15.9,40.1,29.2
3651000,36047032700,3651000-36047032700,12.2,32.5,28.0
3651000,36047032800,3651000-36047032800,14.8,39.7,23.0
3651000,36047032900,3651000-36047032900,13.1,34.2,28.0
3651000,36047033000,3651000-36047033000,15.1,39.0,29.7
3651000,36047033100,3651000-36047033100,10.2,33.1,24.4
3651000,36047033300,3651000-36047033300,10.2,33.0,24.4
3651000,36047033500,3651000-36047033500,9.6,31.3,23.1
3651000,36047033600,3651000-36047033600,8.9,36.3,20.6
3651000,36047033700,3651000-36047033700,9.9,31.2,24.3
3651000,36047033900,3651000-36047033900,15.8,36.2,30.8
3651000,36047034000,3651000-36047034000,20.4,47.7,27.5
3651000,36047034100,3651000-36047034100,13.4,34.0,28.3
3651000,36047034200,3651000-36047034200,19.4,44.9,30.7
3651000,36047034300,3651000-36047034300,17.6,37.7,34.2
3651000,36047034500,3651000-36047034500,15.6,34.9,33.2
3651000,36047034700,3651000-36047034700,14.6,34.4,32.7
3651000,36047034800,3651000-36047034800,9.1,32.8,23.1
3651000,36047034900,3651000-36047034900,15.5,35.4,33.5
3651000,36047035000,3651000-36047035000,11.1,41.9,21.3
3651000,36047035100,3651000-36047035100,15.8,37.0,32.6
3651000,36047035200,3651000-36047035200,28.6,56.0,28.9
3651000,36047035300,3651000-36047035300,12.6,33.0,29.3
3651000,36047035400,3651000-36047035400,10.2,41.4,18.8
3651000,36047035500,3651000-36047035500,14.1,34.5,31.0
3651000,36047035601,3651000-36047035601,11.5,42.6,20.6
3651000,36047035602,3651000-36047035602,10.4,41.6,19.2
3651000,36047035700,3651000-36047035700,15.2,34.2,35.7
3651000,36047035900,3651000-36047035900,15.0,34.3,34.9
3651000,36047036001,3651000-36047036001,13.3,45.1,21.4
3651000,36047036002,3651000-36047036002,14.2,46.5,20.6
3651000,36047036100,3651000-36047036100,16.8,37.2,32.8
3651000,36047036200,3651000-36047036200,11.7,37.5,23.8
3651000,36047036300,3651000-36047036300,14.2,33.7,31.9
3651000,36047036400,3651000-36047036400,10.4,37.6,20.2
3651000,36047036501,3651000-36047036501,15.4,35.3,32.5
3651000,36047036502,3651000-36047036502,15.2,36.2,33.6
3651000,36047036600,3651000-36047036600,12.6,40.0,21.8
3651000,36047036700,3651000-36047036700,12.1,33.0,28.4
3651000,36047036900,3651000-36047036900,14.1,34.1,32.4
3651000,36047037000,3651000-36047037000,8.7,37.0,17.8
3651000,36047037100,3651000-36047037100,12.8,32.0,31.4
3651000,36047037300,3651000-36047037300,15.3,35.1,32.5
3651000,36047037401,3651000-36047037401,9.2,37.8,19.2
3651000,36047037402,3651000-36047037402,11.6,41.0,20.9
3651000,36047037500,3651000-36047037500,12.8,32.5,30.9
3651000,36047037700,3651000-36047037700,13.0,32.6,29.7
3651000,36047037900,3651000-36047037900,13.4,32.8,31.9
3651000,36047038100,3651000-36047038100,15.6,35.5,32.6
3651000,36047038200,3651000-36047038200,16.2,39.7,27.7
3651000,36047038300,3651000-36047038300,12.9,32.6,29.5
3651000,36047038500,3651000-36047038500,14.8,34.7,31.6
3651000,36047038600,3651000-36047038600,10.4,37.8,19.3
3651000,36047038700,3651000-36047038700,14.8,34.9,32.9
3651000,36047038800,3651000-36047038800,8.5,36.1,19.4
3651000,36047038900,3651000-36047038900,9.3,30.6,23.0
3651000,36047039000,3651000-36047039000,9.1,37.0,20.4
3651000,36047039100,3651000-36047039100,11.1,32.9,25.2
3651000,36047039200,3651000-36047039200,9.9,38.0,21.5
3651000,36047039300,3651000-36047039300,9.8,30.6,25.7
3651000,36047039400,3651000-36047039400,8.4,35.6,20.0
3651000,36047039500,3651000-36047039500,14.3,35.9,29.7
3651000,36047039600,3651000-36047039600,7.6,34.4,19.7
3651000,36047039700,3651000-36047039700,14.1,34.4,31.4
3651000,36047039800,3651000-36047039800,10.1,37.0,18.8
3651000,36047039900,3651000-36047039900,13.5,34.8,28.9
3651000,36047040000,3651000-36047040000,11.4,39.4,20.1
3651000,36047040100,3651000-36047040100,11.0,31.1,27.6
3651000,36047040200,3651000-36047040200,11.8,39.7,18.5
3651000,36047040300,3651000-36047040300,13.5,33.7,30.8
3651000,36047040400,3651000-36047040400,10.1,37.5,17.1
3651000,36047040500,3651000-36047040500,11.5,31.8,28.4
3651000,36047040600,3651000-36047040600,10.0,37.3,17.3
3651000,36047040800,3651000-36047040800,10.3,37.2,17.2
3651000,36047040900,3651000-36047040900,13.4,34.8,30.6
3651000,36047041000,3651000-36047041000,11.6,40.7,20.9
3651000,36047041100,3651000-36047041100,14.4,35.5,30.4
3651000,36047041200,3651000-36047041200,10.4,37.8,19.1
3651000,36047041300,3651000-36047041300,14.0,35.2,29.9
3651000,36047041401,3651000-36047041401,7.5,33.9,19.3
3651000,36047041402,3651000-36047041402,11.4,41.1,21.8
3651000,36047041500,3651000-36047041500,12.3,33.3,28.6
3651000,36047041600,3651000-36047041600,9.6,37.2,22.0
3651000,36047041700,3651000-36047041700,15.8,39.1,29.0
3651000,36047041800,3651000-36047041800,10.5,39.4,20.5
3651000,36047041900,3651000-36047041900,12.6,34.6,28.1
3651000,36047042000,3651000-36047042000,9.0,36.2,21.2
3651000,36047042100,3651000-36047042100,11.6,33.4,26.9
3651000,36047042200,3651000-36047042200,8.1,34.3,20.7
3651000,36047042300,3651000-36047042300,11.9,34.1,26.4
3651000,36047042400,3651000-36047042400,9.4,36.0,18.5
3651000,36047042500,3651000-36047042500,7.4,26.9,23.2
3651000,36047042600,3651000-36047042600,10.5,37.8,18.3
3651000,36047042700,3651000-36047042700,9.1,29.7,25.5
3651000,36047042800,3651000-36047042800,10.1,38.6,18.4
3651000,36047042900,3651000-36047042900,10.3,32.0,26.3
3651000,36047043000,3651000-36047043000,11.5,39.8,19.5
3651000,36047043100,3651000-36047043100,10.0,31.5,25.9
3651000,36047043200,3651000-36047043200,10.2,36.6,19.0
3651000,36047043300,3651000-36047043300,13.1,35.7,27.6
3651000,36047043400,3651000-36047043400,10.2,37.8,18.7
3651000,36047043500,3651000-36047043500,11.5,33.2,27.2
3651000,36047043600,3651000-36047043600,9.0,35.9,17.9
3651000,36047043700,3651000-36047043700,12.3,33.7,28.6
3651000,36047043800,3651000-36047043800,9.7,37.3,21.2
3651000,36047043900,3651000-36047043900,12.6,35.3,27.6
3651000,36047044000,3651000-36047044000,9.1,36.1,20.9
3651000,36047044100,3651000-36047044100,11.1,33.7,25.2
3651000,36047044200,3651000-36047044200,7.6,34.5,18.5
3651000,36047044300,3651000-36047044300,8.7,30.5,22.9
3651000,36047044400,3651000-36047044400,8.4,35.2,20.3
3651000,36047044500,3651000-36047044500,10.6,33.3,24.2
3651000,36047044600,3651000-36047044600,9.0,35.3,17.7
3651000,36047044700,3651000-36047044700,7.4,27.6,23.3
3651000,36047044800,3651000-36047044800,9.8,38.5,20.2
3651000,36047044900,3651000-36047044900,14.6,37.9,29.6
3651000,36047045000,3651000-36047045000,9.3,35.9,23.1
3651000,36047045200,3651000-36047045200,7.9,35.4,18.9
3651000,36047045300,3651000-36047045300,8.9,29.1,26.1
3651000,36047045400,3651000-36047045400,8.6,35.8,19.9
3651000,36047045600,3651000-36047045600,9.9,38.0,20.2
3651000,36047045800,3651000-36047045800,8.9,38.1,19.9
3651000,36047046000,3651000-36047046000,10.2,37.0,19.2
3651000,36047046201,3651000-36047046201,10.1,38.4,19.5
3651000,36047046202,3651000-36047046202,8.3,34.9,21.1
3651000,36047046400,3651000-36047046400,8.7,34.8,23.1
3651000,36047046800,3651000-36047046800,8.8,35.1,23.5
3651000,36047047000,3651000-36047047000,9.8,38.0,22.7
3651000,36047047200,3651000-36047047200,10.0,38.6,22.4
3651000,36047047400,3651000-36047047400,9.7,38.1,22.0
3651000,36047047600,3651000-36047047600,11.6,40.5,23.6
3651000,36047047700,3651000-36047047700,4.0,23.5,16.3
3651000,36047047800,3651000-36047047800,10.1,35.8,24.3
3651000,36047048000,3651000-36047048000,10.4,36.6,22.7
3651000,36047048100,3651000-36047048100,7.0,29.3,17.7
3651000,36047048200,3651000-36047048200,12.0,39.0,21.7
3651000,36047048400,3651000-36047048400,10.3,36.1,23.8
3651000,36047048500,3651000-36047048500,4.2,21.1,17.9
3651000,36047048600,3651000-36047048600,11.2,35.8,19.5
3651000,36047048800,3651000-36047048800,10.4,35.9,20.7
3651000,36047048900,3651000-36047048900,18.5,40.9,32.8
3651000,36047049000,3651000-36047049000,9.9,35.6,21.9
3651000,36047049100,3651000-36047049100,14.8,39.6,22.7
3651000,36047049200,3651000-36047049200,10.4,35.4,21.9
3651000,36047049300,3651000-36047049300,12.1,34.4,26.0
3651000,36047049400,3651000-36047049400,10.5,36.7,21.2
3651000,36047049500,3651000-36047049500,4.9,24.9,17.7
3651000,36047049600,3651000-36047049600,8.4,33.2,17.3
3651000,36047049700,3651000-36047049700,4.0,24.4,16.5
3651000,36047049800,3651000-36047049800,8.9,34.7,17.1
3651000,36047049900,3651000-36047049900,5.3,28.1,18.1
3651000,36047050000,3651000-36047050000,7.2,32.1,18.0
3651000,36047050100,3651000-36047050100,6.0,28.7,18.3
3651000,36047050202,3651000-36047050202,6.6,32.2,17.6
3651000,36047050300,3651000-36047050300,5.5,26.7,18.4
3651000,36047050400,3651000-36047050400,7.5,31.4,19.7
3651000,36047050500,3651000-36047050500,12.9,35.9,25.1
3651000,36047050600,3651000-36047050600,12.3,33.4,28.1
3651000,36047050700,3651000-36047050700,8.4,29.2,28.2
3651000,36047050801,3651000-36047050801,14.2,34.6,31.3
3651000,36047050803,3651000-36047050803,12.0,31.7,29.6
3651000,36047050804,3651000-36047050804,11.7,32.2,28.2
3651000,36047050900,3651000-36047050900,7.5,30.1,27.5
3651000,36047051001,3651000-36047051001,11.8,31.6,28.6
3651000,36047051002,3651000-36047051002,13.1,33.6,29.7
3651000,36047051100,3651000-36047051100,12.1,36.1,22.9
3651000,36047051200,3651000-36047051200,11.9,32.3,28.2
3651000,36047051300,3651000-36047051300,6.1,26.4,19.3
3651000,36047051400,3651000-36047051400,11.1,32.2,26.4
3651000,36047051500,3651000-36047051500,3.7,23.3,15.7
3651000,36047051601,3651000-36047051601,13.4,33.3,30.8
3651000,36047051602,3651000-36047051602,14.3,35.1,30.4
3651000,36047051700,3651000-36047051700,3.8,24.0,16.2
3651000,36047051800,3651000-36047051800,10.2,32.9,23.3
3651000,36047051900,3651000-36047051900,3.9,23.0,16.7
3651000,36047052000,3651000-36047052000,11.3,34.9,22.4
3651000,36047052300,3651000-36047052300,8.6,30.1,22.1
3651000,36047052500,3651000-36047052500,12.3,37.3,25.2
3651000,36047052600,3651000-36047052600,8.7,32.5,20.2
3651000,36047052700,3651000-36047052700,11.3,33.4,26.1
3651000,36047052800,3651000-36047052800,8.1,34.5,16.9
3651000,36047052900,3651000-36047052900,8.5,33.3,23.4
3651000,36047053000,3651000-36047053000,9.7,35.9,20.6
3651000,36047053100,3651000-36047053100,6.2,27.9,25.4
3651000,36047053200,3651000-36047053200,10.2,37.4,18.9
3651000,36047053300,3651000-36047053300,10.7,38.1,25.4
3651000,36047053400,3651000-36047053400,12.2,39.0,22.3
3651000,36047053500,3651000-36047053500,10.7,37.4,26.0
3651000,36047053700,3651000-36047053700,9.4,36.0,24.3
3651000,36047053800,3651000-36047053800,12.2,41.0,22.3
3651000,36047053900,3651000-36047053900,14.8,43.4,28.3
3651000,36047054200,3651000-36047054200,10.0,37.8,21.0
3651000,36047054300,3651000-36047054300,4.2,23.5,20.4
3651000,36047054400,3651000-36047054400,9.0,36.7,18.6
3651000,36047054500,3651000-36047054500,15.4,41.4,30.1
3651000,36047054600,3651000-36047054600,9.4,37.4,20.4
3651000,36047054700,3651000-36047054700,8.1,30.6,24.6
3651000,36047054800,3651000-36047054800,8.3,36.8,19.0
3651000,36047054900,3651000-36047054900,5.3,24.8,21.2
3651000,36047055000,3651000-36047055000,9.3,36.8,20.7
3651000,36047055100,3651000-36047055100,7.0,28.0,20.2
3651000,36047055200,3651000-36047055200,9.2,36.8,19.0
3651000,36047055300,3651000-36047055300,5.1,26.0,16.7
3651000,36047055400,3651000-36047055400,8.7,35.5,19.9
3651000,36047055500,3651000-36047055500,3.4,21.8,16.1
3651000,36047055600,3651000-36047055600,8.7,36.1,19.6
3651000,36047055700,3651000-36047055700,4.0,24.0,17.2
3651000,36047055800,3651000-36047055800,9.5,37.6,19.0
3651000,36047056000,3651000-36047056000,9.8,38.8,20.3
3651000,36047056100,3651000-36047056100,5.2,28.2,17.3
3651000,36047056200,3651000-36047056200,7.9,36.1,17.1
3651000,36047056300,3651000-36047056300,6.9,29.4,20.2
3651000,36047056400,3651000-36047056400,7.7,35.5,17.4
3651000,36047056500,3651000-36047056500,5.5,28.3,17.8
3651000,36047056600,3651000-36047056600,8.7,36.6,17.6
3651000,36047056800,3651000-36047056800,9.4,38.2,18.3
3651000,36047056900,3651000-36047056900,4.9,27.1,17.8
3651000,36047057000,3651000-36047057000,10.2,40.1,16.9
3651000,36047057100,3651000-36047057100,5.4,29.2,17.4
3651000,36047057200,3651000-36047057200,16.5,40.0,31.3
3651000,36047057300,3651000-36047057300,5.6,28.9,18.8
3651000,36047057400,3651000-36047057400,9.7,38.0,15.9
3651000,36047057500,3651000-36047057500,5.6,28.6,17.8
3651000,36047057600,3651000-36047057600,10.3,38.4,16.1
3651000,36047057800,3651000-36047057800,11.0,38.6,20.1
3651000,36047057900,3651000-36047057900,6.8,28.9,20.2
3651000,36047058000,3651000-36047058000,10.4,37.8,17.4
3651000,36047058200,3651000-36047058200,10.8,38.4,19.6
3651000,36047058400,3651000-36047058400,8.7,36.6,18.1
3651000,36047058600,3651000-36047058600,12.7,40.1,16.2
3651000,36047058800,3651000-36047058800,9.0,36.9,18.5
3651000,36047058900,3651000-36047058900,5.2,28.6,17.7
3651000,36047059000,3651000-36047059000,10.3,36.2,18.0
3651000,36047059100,3651000-36047059100,5.2,28.4,17.8
3651000,36047059200,3651000-36047059200,9.4,37.8,16.9
3651000,36047059300,3651000-36047059300,5.4,27.8,18.8
3651000,36047059401,3651000-36047059401,10.6,38.8,18.2
3651000,36047059402,3651000-36047059402,8.0,36.8,17.0
3651000,36047059600,3651000-36047059600,9.0,38.9,17.8
3651000,36047059800,3651000-36047059800,8.9,36.1,20.5
3651000,36047060000,3651000-36047060000,8.5,36.4,19.1
3651000,36047060600,3651000-36047060600,10.7,39.8,20.1
3651000,36047060800,3651000-36047060800,8.6,36.2,19.0
3651000,36047061002,3651000-36047061002,7.8,37.1,18.0
3651000,36047061003,3651000-36047061003,10.2,34.8,21.4
3651000,36047061004,3651000-36047061004,12.0,42.1,21.6
3651000,36047061200,3651000-36047061200,8.6,37.9,19.2
3651000,36047061600,3651000-36047061600,10.0,40.6,17.7
3651000,36047062000,3651000-36047062000,7.7,36.7,17.5
3651000,36047062200,3651000-36047062200,9.4,38.0,19.4
3651000,36047062600,3651000-36047062600,10.0,37.9,19.7
3651000,36047062800,3651000-36047062800,8.1,36.2,20.0
3651000,36047063200,3651000-36047063200,9.4,39.3,18.2
3651000,36047063600,3651000-36047063600,8.1,36.4,18.5
3651000,36047063800,3651000-36047063800,8.4,37.3,17.8
3651000,36047064000,3651000-36047064000,8.6,36.9,19.0
3651000,36047064200,3651000-36047064200,8.1,35.7,18.8
3651000,36047064400,3651000-36047064400,7.9,34.1,19.3
3651000,36047064600,3651000-36047064600,6.7,31.9,18.0
3651000,36047064800,3651000-36047064800,8.1,33.6,20.4
3651000,36047065000,3651000-36047065000,10.1,34.8,21.9
3651000,36047065200,3651000-36047065200,7.7,35.0,17.7
3651000,36047065400,3651000-36047065400,7.4,35.1,18.3
3651000,36047065600,3651000-36047065600,7.2,34.9,18.3
3651000,36047065800,3651000-36047065800,7.2,34.9,17.3
3651000,36047066000,3651000-36047066000,7.8,36.1,18.1
3651000,36047066200,3651000-36047066200,8.7,36.8,18.7
3651000,36047067000,3651000-36047067000,10.5,33.8,25.0
3651000,36047067200,3651000-36047067200,11.7,33.5,27.7
3651000,36047067400,3651000-36047067400,10.6,33.0,25.2
3651000,36047067600,3651000-36047067600,11.7,33.7,26.4
3651000,36047067800,3651000-36047067800,10.9,32.4,26.0
3651000,36047068000,3651000-36047068000,11.8,34.5,26.8
3651000,36047068200,3651000-36047068200,9.7,32.6,23.9
3651000,36047068600,3651000-36047068600,10.3,37.7,21.0
3651000,36047068800,3651000-36047068800,10.8,35.6,24.1
3651000,36047069000,3651000-36047069000,9.7,32.6,23.5
3651000,36047069200,3651000-36047069200,10.4,31.9,25.6
3651000,36047069601,3651000-36047069601,10.1,35.2,23.9
3651000,36047069602,3651000-36047069602,8.4,34.3,21.0
3651000,36047069800,3651000-36047069800,8.4,36.7,19.1
3651000,36047070000,3651000-36047070000,8.7,37.6,19.8
3651000,36047070201,3651000-36047070201,8.6,37.6,19.2
3651000,36047070600,3651000-36047070600,7.5,36.0,18.0
3651000,36047072000,3651000-36047072000,10.4,30.5,27.0
3651000,36047072200,3651000-36047072200,13.5,34.4,28.4
3651000,36047072400,3651000-36047072400,12.3,33.0,27.4
3651000,36047072600,3651000-36047072600,11.4,32.2,26.5
3651000,36047072800,3651000-36047072800,12.1,33.8,26.5
3651000,36047073000,3651000-36047073000,12.3,34.2,26.8
3651000,36047073200,3651000-36047073200,11.8,32.6,27.0
3651000,36047073400,3651000-36047073400,11.0,31.8,25.6
3651000,36047073600,3651000-36047073600,12.0,33.6,27.0
3651000,36047073800,3651000-36047073800,10.7,33.4,25.3
3651000,36047074000,3651000-36047074000,12.0,32.8,27.3
3651000,36047074200,3651000-36047074200,10.2,32.2,24.9
3651000,36047074400,3651000-36047074400,6.4,31.0,19.1
3651000,36047074600,3651000-36047074600,8.8,33.7,20.9
3651000,36047074800,3651000-36047074800,9.3,34.6,22.4
3651000,36047075000,3651000-36047075000,8.1,33.7,21.1
3651000,36047075200,3651000-36047075200,7.5,36.4,17.1
3651000,36047075400,3651000-36047075400,8.1,36.2,19.4
3651000,36047075600,3651000-36047075600,7.8,34.6,18.9
3651000,36047075800,3651000-36047075800,7.9,36.7,17.6
3651000,36047076000,3651000-36047076000,8.8,36.9,19.3
3651000,36047076200,3651000-36047076200,10.8,37.5,21.6
3651000,36047076400,3651000-36047076400,12.1,34.2,27.2
3651000,36047076600,3651000-36047076600,11.6,32.0,28.1
3651000,36047076800,3651000-36047076800,9.4,36.5,20.0
3651000,36047077000,3651000-36047077000,12.6,33.2,28.8
3651000,36047077200,3651000-36047077200,10.0,32.8,23.8
3651000,36047077400,3651000-36047077400,11.5,33.2,27.2
3651000,36047077600,3651000-36047077600,12.3,33.6,26.9
3651000,36047078000,3651000-36047078000,11.6,32.3,26.2
3651000,36047078200,3651000-36047078200,13.9,33.9,30.6
3651000,36047078400,3651000-36047078400,11.9,32.8,26.4
