PlaceFIPS,TractFIPS,Place_TractID,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev
3651000,36047078600,3651000-36047078600,14.1,34.9,29.9
3651000,36047078800,3651000-36047078800,15.1,34.9,32.6
3651000,36047079000,3651000-36047079000,13.5,33.6,30.0
3651000,36047079200,3651000-36047079200,14.3,34.0,32.4
3651000,36047079400,3651000-36047079400,13.8,33.5,31.5
3651000,36047079601,3651000-36047079601,10.9,31.0,26.8
3651000,36047079602,3651000-36047079602,14.1,34.4,31.3
3651000,36047079801,3651000-36047079801,11.2,32.1,25.7
3651000,36047079802,3651000-36047079802,11.0,31.1,27.2
3651000,36047080000,3651000-36047080000,13.0,34.2,27.9
3651000,36047080200,3651000-36047080200,14.0,34.4,30.5
3651000,36047080400,3651000-36047080400,13.9,33.7,30.9
3651000,36047080600,3651000-36047080600,12.2,32.3,28.8
3651000,36047080800,3651000-36047080800,33.3,51.8,38.5
3651000,36047081000,3651000-36047081000,13.4,33.5,29.3
3651000,36047081400,3651000-36047081400,15.0,35.5,30.8
3651000,36047081600,3651000-36047081600,14.4,35.0,30.2
3651000,36047081800,3651000-36047081800,13.8,33.6,30.3
3651000,36047082000,3651000-36047082000,13.9,34.0,31.2
3651000,36047082200,3651000-36047082200,15.3,35.7,31.3
3651000,36047082400,3651000-36047082400,14.3,34.1,31.8
3651000,36047082600,3651000-36047082600,14.5,34.5,31.0
3651000,36047082800,3651000-36047082800,13.1,33.3,29.7
3651000,36047083000,3651000-36047083000,11.6,31.2,28.6
3651000,36047083200,3651000-36047083200,13.0,33.6,28.4
3651000,36047083400,3651000-36047083400,13.9,35.0,28.8
3651000,36047083600,3651000-36047083600,13.1,33.9,28.5
3651000,36047083800,3651000-36047083800,12.7,33.7,27.3
3651000,36047084000,3651000-36047084000,14.4,35.8,28.5
3651000,36047084600,3651000-36047084600,15.6,36.3,30.5
3651000,36047084800,3651000-36047084800,15.3,35.7,30.2
3651000,36047085000,3651000-36047085000,13.9,34.9,28.9
3651000,36047085400,3651000-36047085400,13.5,33.7,29.7
3651000,36047085600,3651000-36047085600,12.2,32.3,28.1
3651000,36047085800,3651000-36047085800,14.7,34.9,30.7
3651000,36047086000,3651000-36047086000,14.9,35.0,31.7
3651000,36047086200,3651000-36047086200,13.4,33.4,29.9
3651000,36047086400,3651000-36047086400,13.9,34.1,29.8
3651000,36047086600,3651000-36047086600,14.2,34.6,30.1
3651000,36047086800,3651000-36047086800,14.9,34.9,31.7
3651000,36047087000,3651000-36047087000,15.6,35.6,32.1
3651000,36047087200,3651000-36047087200,15.2,35.5,30.7
3651000,36047087401,3651000-36047087401,18.6,39.2,33.2
3651000,36047087600,3651000-36047087600,14.9,35.7,30.3
3651000,36047087800,3651000-36047087800,18.2,38.7,32.7
3651000,36047088000,3651000-36047088000,15.8,36.2,30.8
3651000,36047088200,3651000-36047088200,13.5,33.3,30.1
3651000,36047088400,3651000-36047088400,14.8,34.1,33.4
3651000,36047088600,3651000-36047088600,14.9,34.7,32.4
3651000,36047088800,3651000-36047088800,14.2,34.2,31.3
3651000,36047089000,3651000-36047089000,17.7,37.5,35.1
3651000,36047089200,3651000-36047089200,15.0,34.3,34.6
3651000,36047089400,3651000-36047089400,14.1,33.6,31.9
3651000,36047089600,3651000-36047089600,13.5,33.2,31.1
3651000,36047089800,3651000-36047089800,13.3,32.8,31.5
3651000,36047090000,3651000-36047090000,15.0,34.4,34.2
3651000,36047090200,3651000-36047090200,15.8,36.0,33.2
3651000,36047090600,3651000-36047090600,16.6,36.5,35.2
3651000,36047090800,3651000-36047090800,17.3,37.2,36.8
3651000,36047091000,3651000-36047091000,23.3,43.3,38.1
3651000,36047091200,3651000-36047091200,17.8,37.8,36.1
3651000,36047091600,3651000-36047091600,14.7,34.3,33.5
3651000,36047091800,3651000-36047091800,15.9,36.7,32.1
3651000,36047092000,3651000-36047092000,14.9,34.5,32.7
3651000,36047092200,3651000-36047092200,16.5,37.3,31.2
3651000,36047092400,3651000-36047092400,13.9,33.5,32.1
3651000,36047092800,3651000-36047092800,12.5,32.6,27.8
3651000,36047093000,3651000-36047093000,14.0,34.5,29.4
3651000,36047093200,3651000-36047093200,13.8,35.1,28.0
3651000,36047093400,3651000-36047093400,14.5,35.4,29.1
3651000,36047093600,3651000-36047093600,13.0,33.8,27.5
3651000,36047093800,3651000-36047093800,15.4,35.3,32.1
3651000,36047094401,3651000-36047094401,13.7,34.2,29.1
3651000,36047094402,3651000-36047094402,16.3,37.1,33.4
3651000,36047094600,3651000-36047094600,14.8,35.7,29.7
3651000,36047095000,3651000-36047095000,12.9,33.1,29.8
3651000,36047095400,3651000-36047095400,12.7,33.0,29.2
3651000,36047095600,3651000-36047095600,12.1,32.4,28.6
3651000,36047095800,3651000-36047095800,12.5,33.0,29.2
3651000,36047096200,3651000-36047096200,12.0,32.3,29.1
3651000,36047096400,3651000-36047096400,11.5,32.2,28.0
3651000,36047096600,3651000-36047096600,12.4,33.7,28.7
3651000,36047096800,3651000-36047096800,11.4,32.7,27.1
3651000,36047097000,3651000-36047097000,11.3,32.3,27.8
3651000,36047097400,3651000-36047097400,14.8,36.4,30.3
3651000,36047098200,3651000-36047098200,16.4,36.7,34.1
3651000,36047098400,3651000-36047098400,12.1,32.2,28.5
3651000,36047098600,3651000-36047098600,12.1,32.2,28.2
3651000,36047098800,3651000-36047098800,14.4,36.4,27.9
3651000,36047099000,3651000-36047099000,11.8,33.0,27.3
3651000,36047099200,3651000-36047099200,12.3,33.4,28.1
3651000,36047099400,3651000-36047099400,11.1,31.3,28.1
3651000,36047099600,3651000-36047099600,12.0,32.7,28.5
3651000,36047099800,3651000-36047099800,11.6,32.1,28.2
3651000,36047100400,3651000-36047100400,11.5,31.9,28.1
3651000,36047100600,3651000-36047100600,11.1,31.8,27.3
3651000,36047100800,3651000-36047100800,12.5,33.9,28.5
3651000,36047101000,3651000-36047101000,10.0,31.0,25.3
3651000,36047101200,3651000-36047101200,11.1,32.7,26.1
3651000,36047101400,3651000-36047101400,12.2,33.5,27.4
3651000,36047101600,3651000-36047101600,10.2,30.7,25.6
3651000,36047101800,3651000-36047101800,10.5,31.3,26.2
3651000,36047102000,3651000-36047102000,11.9,33.1,27.3
3651000,36047102200,3651000-36047102200,11.7,33.3,26.9
3651000,36047102400,3651000-36047102400,9.8,31.0,24.4
3651000,36047102600,3651000-36047102600,10.9,31.1,26.9
3651000,36047102800,3651000-36047102800,10.3,30.5,26.4
3651000,36047103400,3651000-36047103400,15.8,37.1,32.9
3651000,36047105801,3651000-36047105801,16.6,41.6,27.9
3651000,36047105804,3651000-36047105804,17.1,41.6,28.7
3651000,36047107000,3651000-36047107000,11.6,32.0,27.5
3651000,36047107800,3651000-36047107800,13.9,35.2,28.4
3651000,36047109800,3651000-36047109800,12.0,31.3,30.8
3651000,36047110400,3651000-36047110400,14.2,34.4,31.1
3651000,36047110600,3651000-36047110600,15.7,35.8,33.6
3651000,36047111000,3651000-36047111000,19.9,39.9,37.0
3651000,36047111600,3651000-36047111600,18.7,38.9,34.3
3651000,36047111800,3651000-36047111800,14.6,34.4,33.4
3651000,36047112000,3651000-36047112000,17.7,38.4,34.6
3651000,36047112200,3651000-36047112200,15.4,35.7,33.3
3651000,36047112400,3651000-36047112400,12.9,32.4,30.9
3651000,36047112600,3651000-36047112600,14.1,34.2,32.3
3651000,36047112800,3651000-36047112800,14.5,34.4,32.4
3651000,36047113000,3651000-36047113000,15.6,35.2,34.6
3651000,36047113200,3651000-36047113200,12.5,32.8,28.9
3651000,36047113400,3651000-36047113400,14.2,33.9,33.8
3651000,36047114201,3651000-36047114201,14.3,36.9,28.4
3651000,36047114202,3651000-36047114202,12.6,34.1,28.4
3651000,36047114400,3651000-36047114400,15.9,36.1,34.4
3651000,36047114600,3651000-36047114600,14.3,36.5,29.4
3651000,36047115000,3651000-36047115000,13.1,33.7,30.6
3651000,36047115200,3651000-36047115200,14.4,34.5,32.0
3651000,36047115600,3651000-36047115600,15.9,36.1,33.7
3651000,36047115800,3651000-36047115800,14.3,35.0,30.8
3651000,36047116000,3651000-36047116000,15.2,35.8,32.0
3651000,36047116200,3651000-36047116200,13.7,34.0,30.1
3651000,36047116400,3651000-36047116400,16.0,36.6,32.9
3651000,36047116600,3651000-36047116600,13.4,33.7,31.5
3651000,36047116800,3651000-36047116800,11.9,33.3,28.6
3651000,36047117000,3651000-36047117000,13.7,36.1,29.1
3651000,36047117201,3651000-36047117201,12.1,34.5,27.2
3651000,36047117202,3651000-36047117202,10.8,32.9,25.4
3651000,36047117400,3651000-36047117400,11.7,33.9,26.8
3651000,36047117601,3651000-36047117601,12.1,34.6,27.4
3651000,36047117602,3651000-36047117602,13.2,36.1,28.1
3651000,36047117800,3651000-36047117800,13.2,36.9,25.7
3651000,36047118201,3651000-36047118201,11.0,33.3,25.8
3651000,36047118202,3651000-36047118202,12.0,34.7,26.6
3651000,36047118400,3651000-36047118400,12.0,35.1,25.8
3651000,36047118600,3651000-36047118600,13.7,36.7,27.3
3651000,36047118800,3651000-36047118800,12.9,36.4,23.9
3651000,36047119000,3651000-36047119000,13.4,35.4,29.0
3651000,36047119200,3651000-36047119200,14.0,35.3,30.4
3651000,36047119400,3651000-36047119400,13.5,33.7,31.0
3651000,36047119600,3651000-36047119600,12.8,34.4,27.2
3651000,36047119800,3651000-36047119800,14.6,36.6,29.8
3651000,36047120000,3651000-36047120000,15.1,37.0,29.9
3651000,36047120200,3651000-36047120200,10.9,34.4,19.8
3651000,36047120800,3651000-36047120800,14.9,35.6,31.1
3651000,36047121000,3651000-36047121000,16.7,38.0,33.3
3651000,36047121400,3651000-36047121400,16.9,37.3,35.0
3651000,36047122000,3651000-36047122000,10.2,29.2,28.9
3651000,36047123700,3651000-36047123700,7.7,28.4,28.1
3651000,36047150200,3651000-36047150200,5.5,29.0,17.5
3651000,36047152200,3651000-36047152200,9.9,34.6,21.1
3651000,36061000201,3651000-36061000201,16.6,44.4,22.6
3651000,36061000202,3651000-36061000202,14.0,42.6,22.2
3651000,36061000600,3651000-36061000600,17.4,46.2,18.2
3651000,36061000700,3651000-36061000700,2.0,18.4,12.9
3651000,36061000800,3651000-36061000800,15.5,45.8,13.6
3651000,36061000900,3651000-36061000900,2.5,21.1,13.9
3651000,36061001001,3651000-36061001001,7.5,37.0,16.6
3651000,36061001002,3651000-36061001002,17.7,44.0,28.0
3651000,36061001200,3651000-36061001200,11.2,40.1,19.9
3651000,36061001300,3651000-36061001300,1.9,18.4,12.7
3651000,36061001401,3651000-36061001401,7.4,36.5,16.4
3651000,36061001402,3651000-36061001402,11.9,38.6,19.6
3651000,36061001501,3651000-36061001501,7.6,35.8,14.7
3651000,36061001502,3651000-36061001502,1.7,16.9,12.1
3651000,36061001600,3651000-36061001600,13.4,42.5,12.8
3651000,36061001800,3651000-36061001800,10.2,37.2,15.1
3651000,36061002000,3651000-36061002000,18.3,44.5,29.4
3651000,36061002100,3651000-36061002100,3.0,24.0,14.5
3651000,36061002201,3651000-36061002201,11.9,38.4,21.5
3651000,36061002202,3651000-36061002202,5.4,27.3,17.4
3651000,36061002400,3651000-36061002400,14.7,41.2,26.1
3651000,36061002500,3651000-36061002500,20.1,48.1,23.4
3651000,36061002601,3651000-36061002601,9.6,34.2,22.8
3651000,36061002602,3651000-36061002602,6.9,31.1,18.3
3651000,36061002700,3651000-36061002700,11.0,41.4,10.9
3651000,36061002800,3651000-36061002800,11.3,37.0,24.1
3651000,36061002900,3651000-36061002900,14.5,43.4,16.8
3651000,36061003001,3651000-36061003001,5.0,26.4,16.5
3651000,36061003002,3651000-36061003002,7.5,32.9,18.2
3651000,36061003100,3651000-36061003100,3.5,21.9,12.8
3651000,36061003200,3651000-36061003200,5.4,30.4,15.0
3651000,36061003300,3651000-36061003300,4.0,28.1,15.5
3651000,36061003400,3651000-36061003400,4.8,26.6,17.4
3651000,36061003601,3651000-36061003601,10.3,36.0,21.2
3651000,36061003602,3651000-36061003602,6.2,29.4,19.5
3651000,36061003700,3651000-36061003700,4.7,29.9,16.0
3651000,36061003800,3651000-36061003800,4.5,27.0,15.5
3651000,36061003900,3651000-36061003900,5.5,31.7,16.6
3651000,36061004000,3651000-36061004000,3.7,24.3,14.5
3651000,36061004100,3651000-36061004100,9.7,37.5,12.9
3651000,36061004200,3651000-36061004200,2.8,20.5,12.3
3651000,36061004300,3651000-36061004300,6.1,30.7,16.1
3651000,36061004400,3651000-36061004400,5.4,30.9,14.9
3651000,36061004500,3651000-36061004500,5.2,31.3,15.2
3651000,36061004700,3651000-36061004700,4.8,30.1,15.7
3651000,36061004800,3651000-36061004800,4.7,28.2,15.0
3651000,36061004900,3651000-36061004900,4.7,29.9,15.2
3651000,36061005000,3651000-36061005000,4.5,29.6,14.8
3651000,36061005200,3651000-36061005200,3.9,26.7,14.1
3651000,36061005400,3651000-36061005400,5.1,31.1,15.5
3651000,36061005501,3651000-36061005501,4.8,30.6,14.1
3651000,36061005502,3651000-36061005502,4.5,27.8,15.9
3651000,36061005600,3651000-36061005600,4.9,28.3,16.9
3651000,36061005700,3651000-36061005700,4.7,30.9,14.3
3651000,36061005800,3651000-36061005800,2.7,21.5,13.3
3651000,36061005900,3651000-36061005900,4.9,31.2,14.1
3651000,36061006000,3651000-36061006000,6.6,35.7,15.0
3651000,36061006100,3651000-36061006100,3.7,25.5,13.7
3651000,36061006200,3651000-36061006200,7.9,32.7,19.4
3651000,36061006300,3651000-36061006300,5.2,32.3,15.2
3651000,36061006400,3651000-36061006400,4.5,28.2,14.5
3651000,36061006500,3651000-36061006500,3.6,24.8,14.0
3651000,36061006600,3651000-36061006600,6.4,31.0,16.6
3651000,36061006700,3651000-36061006700,3.8,26.7,14.8
3651000,36061006800,3651000-36061006800,4.0,25.5,14.5
3651000,36061006900,3651000-36061006900,3.4,25.1,15.2
3651000,36061007000,3651000-36061007000,3.8,25.9,13.5
3651000,36061007100,3651000-36061007100,4.7,29.8,15.0
3651000,36061007200,3651000-36061007200,3.3,23.8,13.1
3651000,36061007300,3651000-36061007300,4.4,28.9,15.6
3651000,36061007400,3651000-36061007400,3.4,24.2,13.6
3651000,36061007500,3651000-36061007500,4.5,30.0,15.7
3651000,36061007600,3651000-36061007600,4.2,25.8,13.0
3651000,36061007700,3651000-36061007700,4.3,29.2,15.0
3651000,36061007800,3651000-36061007800,4.1,27.1,13.7
3651000,36061007900,3651000-36061007900,5.6,32.2,16.4
3651000,36061008000,3651000-36061008000,5.0,31.1,14.6
3651000,36061008100,3651000-36061008100,4.9,29.7,16.3
3651000,36061008200,3651000-36061008200,5.2,31.2,15.0
3651000,36061008300,3651000-36061008300,7.3,31.7,19.3
3651000,36061008400,3651000-36061008400,3.4,23.2,12.6
3651000,36061008601,3651000-36061008601,3.6,25.4,12.8
3651000,36061008603,3651000-36061008603,7.3,39.2,15.6
3651000,36061008700,3651000-36061008700,4.2,27.4,15.7
3651000,36061008800,3651000-36061008800,5.1,30.7,14.2
3651000,36061008900,3651000-36061008900,5.6,30.4,17.4
3651000,36061009000,3651000-36061009000,4.8,29.4,14.2
3651000,36061009100,3651000-36061009100,4.7,28.6,16.2
3651000,36061009200,3651000-36061009200,3.8,26.0,13.5
3651000,36061009300,3651000-36061009300,8.5,37.3,19.8
3651000,36061009400,3651000-36061009400,8.0,34.9,20.9
3651000,36061009500,3651000-36061009500,3.3,23.1,14.1
3651000,36061009600,3651000-36061009600,4.7,29.0,14.0
3651000,36061009700,3651000-36061009700,10.8,40.3,19.9
3651000,36061009800,3651000-36061009800,4.6,29.6,14.7
3651000,36061009900,3651000-36061009900,3.6,24.6,16.7
3651000,36061010000,3651000-36061010000,5.2,30.4,15.1
3651000,36061010100,3651000-36061010100,5.6,28.3,16.4
3651000,36061010200,3651000-36061010200,9.2,38.4,20.4
3651000,36061010300,3651000-36061010300,3.6,24.0,13.9
3651000,36061010400,3651000-36061010400,7.0,36.8,15.9
3651000,36061010601,3651000-36061010601,7.9,40.9,15.5
3651000,36061010602,3651000-36061010602,4.5,29.4,14.1
3651000,36061010800,3651000-36061010800,4.8,31.0,14.3
3651000,36061010900,3651000-36061010900,3.4,24.2,11.4
3651000,36061011000,3651000-36061011000,4.7,29.8,14.8
3651000,36061011100,3651000-36061011100,5.1,27.6,16.5
3651000,36061011201,3651000-36061011201,6.0,34.8,15.8
3651000,36061011202,3651000-36061011202,7.2,38.9,14.9
3651000,36061011203,3651000-36061011203,6.1,34.4,14.9
3651000,36061011300,3651000-36061011300,4.1,24.3,15.2
3651000,36061011401,3651000-36061011401,7.4,39.5,15.0
3651000,36061011402,3651000-36061011402,6.1,36.1,14.8
3651000,36061011500,3651000-36061011500,5.1,27.0,16.8
3651000,36061011600,3651000-36061011600,4.1,27.3,14.7
3651000,36061011700,3651000-36061011700,3.5,23.0,15.3
3651000,36061011800,3651000-36061011800,5.2,32.2,14.9
3651000,36061011900,3651000-36061011900,22.2,49.9,32.3
3651000,36061012000,3651000-36061012000,7.0,38.6,15.2
3651000,36061012100,3651000-36061012100,7.1,34.0,18.2
3651000,36061012200,3651000-36061012200,7.3,39.8,15.3
3651000,36061012400,3651000-36061012400,4.5,28.8,14.7
3651000,36061012500,3651000-36061012500,3.7,24.5,12.6
3651000,36061012600,3651000-36061012600,5.2,32.3,15.0
3651000,36061012700,3651000-36061012700,5.5,29.4,17.0
3651000,36061012800,3651000-36061012800,6.8,38.3,15.2
3651000,36061012900,3651000-36061012900,4.3,26.3,15.5
3651000,36061013000,3651000-36061013000,7.9,41.2,15.7
3651000,36061013100,3651000-36061013100,6.5,31.9,16.0
3651000,36061013200,3651000-36061013200,4.5,29.0,15.3
3651000,36061013300,3651000-36061013300,4.9,27.2,16.1
3651000,36061013400,3651000-36061013400,5.2,30.9,16.2
3651000,36061013500,3651000-36061013500,7.9,33.0,18.8
3651000,36061013600,3651000-36061013600,5.3,32.6,15.3
3651000,36061013700,3651000-36061013700,5.7,33.3,14.9
3651000,36061013800,3651000-36061013800,4.8,30.0,15.0
3651000,36061013900,3651000-36061013900,5.5,31.2,15.9
3651000,36061014000,3651000-36061014000,5.7,34.2,15.6
3651000,36061014200,3651000-36061014200,7.7,40.5,16.2
3651000,36061014401,3651000-36061014401,5.9,34.4,15.8
3651000,36061014402,3651000-36061014402,4.7,30.8,14.9
3651000,36061014500,3651000-36061014500,4.5,28.7,14.1
3651000,36061014601,3651000-36061014601,3.4,24.5,14.4
3651000,36061014602,3651000-36061014602,4.0,27.6,14.3
3651000,36061014700,3651000-36061014700,2.9,22.4,13.2
3651000,36061014801,3651000-36061014801,5.3,32.9,14.7
3651000,36061014802,3651000-36061014802,4.9,31.1,14.9
3651000,36061014900,3651000-36061014900,5.5,32.9,14.8
3651000,36061015001,3651000-36061015001,7.1,38.6,16.8
3651000,36061015002,3651000-36061015002,7.2,40.1,15.1
3651000,36061015100,3651000-36061015100,8.1,32.5,19.1
3651000,36061015200,3651000-36061015200,7.6,34.7,18.8
3651000,36061015300,3651000-36061015300,5.1,31.5,15.3
3651000,36061015400,3651000-36061015400,5.4,30.2,16.0
3651000,36061015500,3651000-36061015500,6.0,35.1,14.8
3651000,36061015601,3651000-36061015601,3.6,23.9,14.9
3651000,36061015602,3651000-36061015602,9.1,33.5,21.9
3651000,36061015700,3651000-36061015700,5.1,31.3,15.2
3651000,36061015801,3651000-36061015801,4.9,31.2,14.6
3651000,36061015802,3651000-36061015802,3.7,23.4,14.1
3651000,36061015900,3651000-36061015900,5.8,34.1,15.7
3651000,36061016001,3651000-36061016001,6.3,37.5,15.2
3651000,36061016002,3651000-36061016002,4.9,29.7,14.7
3651000,36061016100,3651000-36061016100,4.6,30.0,15.3
3651000,36061016200,3651000-36061016200,15.7,40.0,29.6
3651000,36061016300,3651000-36061016300,5.8,33.5,16.1
3651000,36061016400,3651000-36061016400,11.2,35.5,24.7
3651000,36061016500,3651000-36061016500,5.9,33.3,16.7
3651000,36061016600,3651000-36061016600,9.5,32.8,24.6
3651000,36061016700,3651000-36061016700,5.8,33.6,16.0
3651000,36061016800,3651000-36061016800,17.0,43.7,27.9
3651000,36061016900,3651000-36061016900,5.4,31.5,16.1
3651000,36061017000,3651000-36061017000,13.9,39.6,24.4
3651000,36061017100,3651000-36061017100,6.5,34.8,17.0
3651000,36061017200,3651000-36061017200,12.0,36.1,27.0
3651000,36061017300,3651000-36061017300,6.8,34.0,17.5
3651000,36061017401,3651000-36061017401,14.6,39.6,28.0
3651000,36061017402,3651000-36061017402,9.9,32.2,24.9
3651000,36061017500,3651000-36061017500,6.3,35.0,15.9
3651000,36061017700,3651000-36061017700,9.9,38.5,20.4
3651000,36061017800,3651000-36061017800,9.9,33.5,26.4
3651000,36061017900,3651000-36061017900,7.1,34.5,18.6
3651000,36061018000,3651000-36061018000,11.4,35.1,26.7
3651000,36061018100,3651000-36061018100,8.0,35.5,18.3
3651000,36061018200,3651000-36061018200,13.5,37.7,28.5
3651000,36061018300,3651000-36061018300,5.8,32.1,16.0
3651000,36061018400,3651000-36061018400,13.9,37.6,29.2
3651000,36061018500,3651000-36061018500,7.2,34.7,16.7
3651000,36061018600,3651000-36061018600,15.7,38.8,32.6
3651000,36061018700,3651000-36061018700,6.5,33.8,17.3
3651000,36061018800,3651000-36061018800,11.1,34.9,27.1
3651000,36061018900,3651000-36061018900,14.3,40.3,26.2
3651000,36061019000,3651000-36061019000,10.3,33.2,25.5
3651000,36061019100,3651000-36061019100,6.8,34.1,17.3
3651000,36061019200,3651000-36061019200,17.3,41.2,33.1
3651000,36061019300,3651000-36061019300,11.3,36.3,24.1
3651000,36061019400,3651000-36061019400,15.9,40.0,32.7
3651000,36061019500,3651000-36061019500,6.3,32.2,16.8
3651000,36061019600,3651000-36061019600,17.1,41.9,27.9
3651000,36061019701,3651000-36061019701,5.4,27.6,18.9
3651000,36061019702,3651000-36061019702,9.2,32.0,23.6
3651000,36061019800,3651000-36061019800,11.4,35.3,24.5
3651000,36061019900,3651000-36061019900,5.1,28.1,14.6
3651000,36061020000,3651000-36061020000,8.6,30.8,23.2
3651000,36061020101,3651000-36061020101,2.5,18.5,12.0
3651000,36061020102,3651000-36061020102,8.0,29.1,23.9
3651000,36061020300,3651000-36061020300,2.3,16.1,13.8
3651000,36061020500,3651000-36061020500,3.9,25.0,13.0
3651000,36061020600,3651000-36061020600,10.7,32.4,28.8
3651000,36061020701,3651000-36061020701,3.4,22.6,14.5
3651000,36061020800,3651000-36061020800,10.4,32.1,27.5
3651000,36061020901,3651000-36061020901,15.0,39.0,29.2
3651000,36061021000,3651000-36061021000,15.7,38.3,30.8
3651000,36061021100,3651000-36061021100,8.1,32.4,19.4
3651000,36061021200,3651000-36061021200,12.2,35.2,24.7
3651000,36061021303,3651000-36061021303,12.1,34.6,29.3
3651000,36061021400,3651000-36061021400,14.1,36.8,28.7
3651000,36061021500,3651000-36061021500,13.2,35.1,31.0
3651000,36061021600,3651000-36061021600,9.6,31.8,25.2
3651000,36061021800,3651000-36061021800,13.1,35.5,30.1
3651000,36061021900,3651000-36061021900,15.2,39.3,30.4
3651000,36061022000,3651000-36061022000,8.7,30.0,25.6
3651000,36061022102,3651000-36061022102,10.1,32.1,26.2
3651000,36061022200,3651000-36061022200,10.7,32.7,28.1
3651000,36061022301,3651000-36061022301,12.3,37.0,26.4
3651000,36061022302,3651000-36061022302,14.5,38.9,28.5
3651000,36061022400,3651000-36061022400,15.5,38.2,32.6
3651000,36061022500,3651000-36061022500,11.7,36.0,25.8
3651000,36061022600,3651000-36061022600,11.7,33.3,28.8
3651000,36061022700,3651000-36061022700,10.1,32.3,25.4
3651000,36061022800,3651000-36061022800,11.8,33.4,30.0
3651000,36061022900,3651000-36061022900,11.8,35.4,27.3
3651000,36061023000,3651000-36061023000,13.3,35.6,30.3
3651000,36061023100,3651000-36061023100,11.6,34.2,27.5
3651000,36061023200,3651000-36061023200,13.0,34.8,31.6
3651000,36061023300,3651000-36061023300,10.3,33.2,25.9
3651000,36061023400,3651000-36061023400,9.8,30.4,28.8
3651000,36061023501,3651000-36061023501,13.4,36.2,29.7
3651000,36061023502,3651000-36061023502,11.3,32.6,28.4
3651000,36061023600,3651000-36061023600,14.7,37.4,29.2
3651000,36061023700,3651000-36061023700,12.0,35.9,27.3
3651000,36061023801,3651000-36061023801,7.5,33.5,17.4
3651000,36061023802,3651000-36061023802,10.6,37.0,21.3
3651000,36061023900,3651000-36061023900,12.3,36.0,25.8
3651000,36061024000,3651000-36061024000,22.8,45.2,43.7
3651000,36061024100,3651000-36061024100,13.3,38.6,25.5
3651000,36061024200,3651000-36061024200,15.0,37.9,32.0
3651000,36061024301,3651000-36061024301,11.9,35.1,28.4
3651000,36061024302,3651000-36061024302,16.9,40.2,33.0
3651000,36061024500,3651000-36061024500,12.8,37.7,27.3
3651000,36061024700,3651000-36061024700,14.1,39.8,26.8
3651000,36061024900,3651000-36061024900,12.5,37.0,27.6
3651000,36061025100,3651000-36061025100,14.3,39.3,28.9
3651000,36061025300,3651000-36061025300,13.4,38.8,27.3
3651000,36061025500,3651000-36061025500,7.4,30.7,19.4
3651000,36061025700,3651000-36061025700,8.3,30.3,23.3
3651000,36061025900,3651000-36061025900,8.6,29.6,26.2
3651000,36061026100,3651000-36061026100,14.8,40.5,29.1
3651000,36061026300,3651000-36061026300,12.2,37.3,26.4
3651000,36061026500,3651000-36061026500,9.0,34.1,21.7
3651000,36061026700,3651000-36061026700,5.3,26.0,17.3
3651000,36061026900,3651000-36061026900,12.7,38.3,26.4
3651000,36061027100,3651000-36061027100,10.7,36.5,24.1
3651000,36061027300,3651000-36061027300,6.7,33.3,18.3
3651000,36061027500,3651000-36061027500,7.5,36.2,18.3
3651000,36061027700,3651000-36061027700,15.3,41.5,27.2
3651000,36061027900,3651000-36061027900,10.9,36.2,25.0
3651000,36061028100,3651000-36061028100,6.7,34.4,16.6
3651000,36061028300,3651000-36061028300,9.8,35.3,22.5
3651000,36061028500,3651000-36061028500,12.4,37.7,26.0
3651000,36061028700,3651000-36061028700,9.7,34.7,24.5
3651000,36061029100,3651000-36061029100,13.2,38.3,27.6
3651000,36061029300,3651000-36061029300,13.2,38.2,28.3
3651000,36061029500,3651000-36061029500,7.9,32.9,21.3
3651000,36061029700,3651000-36061029700,13.5,41.0,24.7
3651000,36061029900,3651000-36061029900,18.0,43.1,31.6
3651000,36061030300,3651000-36061030300,9.7,35.5,24.4
3651000,36061030700,3651000-36061030700,7.1,33.8,19.5
3651000,36061030900,3651000-36061030900,12.9,37.5,27.9
3651000,36061031703,3651000-36061031703,3.5,25.7,14.3
3651000,36061031704,3651000-36061031704,4.3,28.4,14.1
3651000,36081000100,3651000-36081000100,4.3,23.5,19.0
3651000,36081000200,3651000-36081000200,10.5,34.6,25.6
3651000,36081000400,3651000-36081000400,11.6,34.6,29.0
3651000,36081000600,3651000-36081000600,10.3,33.3,27.7
3651000,36081000700,3651000-36081000700,5.1,26.2,19.4
3651000,36081000800,3651000-36081000800,10.1,33.5,26.5
3651000,36081001000,3651000-36081001000,9.6,33.3,24.6
3651000,36081001200,3651000-36081001200,10.0,34.3,25.1
3651000,36081001400,3651000-36081001400,10.2,34.7,25.8
3651000,36081001600,3651000-36081001600,11.2,34.9,27.3
3651000,36081001800,3651000-36081001800,11.0,35.1,26.6
3651000,36081001900,3651000-36081001900,4.9,25.8,19.4
3651000,36081002000,3651000-36081002000,10.1,34.2,24.2
3651000,36081002200,3651000-36081002200,9.9,33.6,25.9
3651000,36081002400,3651000-36081002400,10.4,33.9,26.8
3651000,36081002500,3651000-36081002500,19.4,40.5,38.8
3651000,36081002600,3651000-36081002600,10.5,34.7,25.8
3651000,36081002800,3651000-36081002800,10.7,34.0,27.8
