,id,name,alias,cat,categories,geometry,longitude,latitude,address,city,state,zipcode,price,rating,reviews,closed,tr_pickup,tr_delivery,tr_restaurant_reservation,region
3414,n04-LS4se_8-5G44IKhU9w,Shenanigans Pub,shenanigans-pub-brooklyn,Irish,"[{u'alias': u'karaoke', u'title': u'Karaoke'}, {u'alias': u'musicvenues', u'title': u'Music Venues'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-73.972695 40.64754),-73.972695,40.64754,"[802 Caton Ave, Brooklyn, NY 11218]",Brooklyn,NY,11218.0,1,3.5,42,0,0,0,0,european
3415,IPY78DRVHE49_XNkb3xG3g,Biddy O'Malley's,biddy-o-malleys-englewood,Irish,"[{u'alias': u'gastropubs', u'title': u'Gastropubs'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}, {u'alias': u'newamerican', u'title': u'American (New)'}]",POINT (-73.9746359736 40.8954044307),-73.9746359736,40.895404430700005,"[36 N Van Brunt St, Englewood, NJ 07631]",Englewood,NJ,7631.0,2,4.5,73,0,0,0,0,european
3416,wJz9a371XutkjhoxFghGNQ,Willie McBrides,willie-mcbrides-hoboken,Irish,"[{u'alias': u'tradamerican', u'title': u'American (Traditional)'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}, {u'alias': u'musicvenues', u'title': u'Music Venues'}]",POINT (-74.03461 40.74519),-74.03461,40.74519,"[616 Grand St, Hoboken, NJ 07030]",Hoboken,NJ,7030.0,2,3.5,90,0,0,0,0,european
3417,7XTAcbukPloRuFbOgH4IoA,Hailey's Harp and Pub,haileys-harp-and-pub-metuchen,Irish,"[{u'alias': u'irish', u'title': u'Irish'}, {u'alias': u'pubs', u'title': u'Pubs'}]",POINT (-74.361062 40.541342),-74.361062,40.541342,"[400 Main St, Metuchen, NJ 08840]",Metuchen,NJ,8840.0,2,4.0,226,0,0,0,0,european
3418,Y5TQBIGNf0UQbRSL7lxe1g,Lavelle's Admiral's Club,lavelles-admirals-club-astoria,Irish,"[{u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-73.91424000000001 40.7569299),-73.91424,40.7569299,"[4515 Broadway, Astoria, NY 11103]",Astoria,NY,11103.0,1,3.5,8,0,0,0,0,european
3419,zHKqwrj6yJR8GPogLDdghQ,Michael's Roscommon House,michaels-roscommon-house-belleville,Irish,"[{u'alias': u'irish', u'title': u'Irish'}, {u'alias': u'sportsbars', u'title': u'Sports Bars'}, {u'alias': u'chicken_wings', u'title': u'Chicken Wings'}]",POINT (-74.1650405 40.8013586),-74.1650405,40.8013586,"[531 Joralemon St, Belleville, NJ 07109]",Belleville,NJ,7109.0,2,4.0,65,0,0,0,0,european
3420,vntXL3-aXXMLGJ9Wk6GEfA,Blackjack Mulligans Public House,blackjack-mulligans-public-house-garfield,Irish,"[{u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-74.09751679999999 40.8699398),-74.0975168,40.8699398,"[279 Passaic St, Garfield, NJ 07026]",Garfield,NJ,7026.0,2,4.0,91,0,0,0,0,european
3421,ZxuSXn2USQMavDWISGwRYA,McSwiggan's Pub,mcswiggans-pub-hoboken,Irish,"[{u'alias': u'tradamerican', u'title': u'American (Traditional)'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-74.03149999999999 40.73773),-74.0315,40.73773,"[110 1st St, Hoboken, NJ 07030]",Hoboken,NJ,7030.0,2,3.0,114,0,0,0,0,european
3422,ev9PmXZ06W4Vfqp6TVC4gQ,Woodside Cafe,woodside-cafe-woodside-3,Irish,"[{u'alias': u'coffee', u'title': u'Coffee & Tea'}, {u'alias': u'newamerican', u'title': u'American (New)'}, {u'alias': u'irish', u'title': u'Irish'}]",POINT (-73.9039082 40.7448083),-73.9039082,40.744808299999995,"[60-06 Woodside Ave, Woodside, NY 11377]",Woodside,NY,11377.0,2,2.5,68,0,0,0,0,european
3423,Y72kX2MRryUNx3SSS7LwNQ,Riverdale Steak House,riverdale-steak-house-bronx,Irish,"[{u'alias': u'steak', u'title': u'Steakhouses'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-73.9042299986 40.9061758965),-73.9042299986,40.9061758965,"[5700 Riverdale Ave, Bronx, NY 10471]",Bronx,NY,10471.0,2,3.5,43,0,0,0,0,european
3424,iGTw1dpmGCBTlPo7Q3zkBQ,Hurleys,hurleys-new-york-2,Irish,"[{u'alias': u'irish', u'title': u'Irish'}]",POINT (-73.9970245361 40.7502441406),-73.9970245361,40.750244140599996,"[New York, NY 10001]",New York,NY,10001.0,2,4.0,1,0,0,0,0,european
3425,cTUf16eLFJJucd0PGgJxNQ,Mc Govern's Tavern,mc-governs-tavern-newark,Irish,"[{u'alias': u'bars', u'title': u'Bars'}, {u'alias': u'irish', u'title': u'Irish'}]",POINT (-74.17220999999999 40.74042),-74.17220999999999,40.74042,"[58-60 New St, Newark, NJ 07102]",Newark,NJ,7102.0,2,4.0,95,0,0,0,0,european
3426,qoV257jRWXGNkClCeLKyIw,The Beerkeeper,the-beerkeeper-woodside,Irish,"[{u'alias': u'beerbar', u'title': u'Beer Bar'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}, {u'alias': u'sandwiches', u'title': u'Sandwiches'}]",POINT (-73.9062182368 40.7456391288),-73.9062182368,40.7456391288,"[58-15 Woodside Ave, Woodside, NY 11377]",Woodside,NY,11377.0,2,3.5,30,0,0,0,0,european
3427,2uPztTYaV8sLureFfRJQ7w,Thatcher McGhee's Irish Pub & Eatery,thatcher-mcghees-irish-pub-and-eatery-fairfield,Irish,"[{u'alias': u'irish_pubs', u'title': u'Irish Pub'}, {u'alias': u'catering', u'title': u'Caterers'}, {u'alias': u'venues', u'title': u'Venues & Event Spaces'}]",POINT (-74.28251999999999 40.867),-74.28251999999999,40.867,"[31 Passaic Ave, Fairfield, NJ 07004]",Fairfield,NJ,7004.0,2,3.5,99,0,0,0,0,european
3428,vmnDYgMnCmnvA76yBaB9ig,Rory Dolan's Restaurant & Bar,rory-dolans-restaurant-and-bar-yonkers-2,Irish,"[{u'alias': u'irish', u'title': u'Irish'}, {u'alias': u'bars', u'title': u'Bars'}, {u'alias': u'tradamerican', u'title': u'American (Traditional)'}]",POINT (-73.868736 40.9048109),-73.868736,40.9048109,"[890 McLean Ave, Yonkers, NY 10704]",Yonkers,NY,10704.0,2,4.0,175,0,0,0,0,european
3429,qCFuJjJsAVM9kcU9IKeZLg,Luke Kelly's Bar,luke-kellys-bar-woodside,Irish,"[{u'alias': u'pubs', u'title': u'Pubs'}, {u'alias': u'irish', u'title': u'Irish'}]",POINT (-73.89621 40.73744),-73.89621,40.73744,"[49-04 69th St, Woodside, NY 11377]",Woodside,NY,11377.0,1,3.5,3,0,0,0,0,european
3430,xKqSsIPxhkHL0NLEzquNVA,Cottage Bar,cottage-bar-teaneck,Irish,"[{u'alias': u'pubs', u'title': u'Pubs'}, {u'alias': u'irish', u'title': u'Irish'}, {u'alias': u'newamerican', u'title': u'American (New)'}]",POINT (-74.0125 40.88563),-74.0125,40.88563,"[178 Cedar Ln, Teaneck, NJ 07666]",Teaneck,NJ,7666.0,2,4.0,80,0,0,0,0,european
3431,vRPIyINPzX1depGmOp6svA,The Shannon Rose,the-shannon-rose-clifton,Irish,"[{u'alias': u'pubs', u'title': u'Pubs'}, {u'alias': u'irish', u'title': u'Irish'}, {u'alias': u'sportsbars', u'title': u'Sports Bars'}]",POINT (-74.13810253140001 40.8252898972),-74.13810253140001,40.8252898972,"[98 Kingsland Rd, Clifton, NJ 07014]",Clifton,NJ,7014.0,2,3.0,331,0,0,0,0,european
3432,fzmFfXyQiCVgz4uSgz8yzw,Maloney's Pub & Grill,maloneys-pub-and-grill-matawan,Irish,"[{u'alias': u'pubs', u'title': u'Pubs'}, {u'alias': u'newamerican', u'title': u'American (New)'}, {u'alias': u'irish_pubs', u'title': u'Irish Pub'}]",POINT (-74.22897808659999 40.4153497796),-74.2289780866,40.4153497796,"[119 Main St, Matawan, NJ 07747]",Matawan,NJ,7747.0,2,4.0,228,0,0,0,0,european
